record_id,zip_code,year,quarter,foreclosure_notices,ev_registrations,sewer_overflow_incidents
21122_2025_Q3,21122,2025,3,235,2635,1
21122_2025_Q4,21122,2025,4,249,2724,3
21126_2023_Q1,21126,2023,1,0,0,0
21126_2023_Q2,21126,2023,2,0,0,0
21126_2023_Q3,21126,2023,3,0,0,0
21126_2023_Q4,21126,2023,4,1,0,0
21126_2024_Q1,21126,2024,1,0,0,0
21126_2024_Q2,21126,2024,2,0,0,0
21126_2024_Q3,21126,2024,3,0,0,0
21126_2024_Q4,21126,2024,4,0,0,0
21126_2025_Q1,21126,2025,1,0,0,0
21126_2025_Q2,21126,2025,2,0,0,0
21126_2025_Q3,21126,2025,3,0,0,0
21126_2025_Q4,21126,2025,4,0,0,0
21128_2023_Q1,21128,2023,1,25,538,0
21128_2023_Q2,21128,2023,2,20,585,0
21128_2023_Q3,21128,2023,3,19,656,0
21128_2023_Q4,21128,2023,4,26,762,0
21128_2024_Q1,21128,2024,1,32,818,0
21128_2024_Q2,21128,2024,2,25,900,0
21128_2024_Q3,21128,2024,3,39,993,1
21128_2024_Q4,21128,2024,4,26,1033,0
21128_2025_Q1,21128,2025,1,29,1062,0
21128_2025_Q2,21128,2025,2,26,1081,0
21128_2025_Q3,21128,2025,3,38,1136,0
21128_2025_Q4,21128,2025,4,35,1179,0
21130_2023_Q1,21130,2023,1,0,0,0
21130_2023_Q2,21130,2023,2,0,0,1
21130_2023_Q3,21130,2023,3,0,0,0
21130_2023_Q4,21130,2023,4,1,0,0
21130_2024_Q1,21130,2024,1,0,0,0
21130_2024_Q2,21130,2024,2,0,0,0
21130_2024_Q3,21130,2024,3,0,0,0
21130_2024_Q4,21130,2024,4,0,0,0
21130_2025_Q1,21130,2025,1,0,0,0
21130_2025_Q2,21130,2025,2,3,0,0
21130_2025_Q3,21130,2025,3,2,2,0
21130_2025_Q4,21130,2025,4,2,3,0
21131_2023_Q1,21131,2023,1,12,466,0
21131_2023_Q2,21131,2023,2,6,506,0
21131_2023_Q3,21131,2023,3,11,533,0
21131_2023_Q4,21131,2023,4,6,560,0
21131_2024_Q1,21131,2024,1,11,607,0
21131_2024_Q2,21131,2024,2,11,674,0
21131_2024_Q3,21131,2024,3,12,714,0
21131_2024_Q4,21131,2024,4,5,785,0
21131_2025_Q1,21131,2025,1,8,820,0
21131_2025_Q2,21131,2025,2,4,852,0
21131_2025_Q3,21131,2025,3,10,890,0
21131_2025_Q4,21131,2025,4,9,909,0
21132_2023_Q1,21132,2023,1,9,42,0
21132_2023_Q2,21132,2023,2,2,48,0
21132_2023_Q3,21132,2023,3,3,53,0
21132_2023_Q4,21132,2023,4,4,54,0
21132_2024_Q1,21132,2024,1,10,58,0
21132_2024_Q2,21132,2024,2,4,78,0
21132_2024_Q3,21132,2024,3,3,88,0
21132_2024_Q4,21132,2024,4,2,90,0
21132_2025_Q1,21132,2025,1,8,89,0
21132_2025_Q2,21132,2025,2,3,84,0
21132_2025_Q3,21132,2025,3,4,87,0
21132_2025_Q4,21132,2025,4,10,101,0
21133_2023_Q1,21133,2023,1,212,330,0
21133_2023_Q2,21133,2023,2,195,373,2
21133_2023_Q3,21133,2023,3,182,420,0
21133_2023_Q4,21133,2023,4,184,484,0
21133_2024_Q1,21133,2024,1,220,544,1
21133_2024_Q2,21133,2024,2,186,626,0
21133_2024_Q3,21133,2024,3,202,762,0
21133_2024_Q4,21133,2024,4,228,839,1
21133_2025_Q1,21133,2025,1,230,911,2
21133_2025_Q2,21133,2025,2,210,1008,0
21133_2025_Q3,21133,2025,3,247,1105,0
21133_2025_Q4,21133,2025,4,259,1145,2
21136_2023_Q1,21136,2023,1,109,1227,0
21136_2023_Q2,21136,2023,2,85,1351,0
21136_2023_Q3,21136,2023,3,110,1482,0
21136_2023_Q4,21136,2023,4,99,1597,0
21136_2024_Q1,21136,2024,1,119,1723,0
21136_2024_Q2,21136,2024,2,135,1851,0
21136_2024_Q3,21136,2024,3,147,2031,0
21136_2024_Q4,21136,2024,4,135,2143,0
21136_2025_Q1,21136,2025,1,124,2289,0
21136_2025_Q2,21136,2025,2,125,2394,1
21136_2025_Q3,21136,2025,3,129,2526,0
21136_2025_Q4,21136,2025,4,143,2613,3
21138_2023_Q1,21138,2023,1,0,0,0
21138_2023_Q2,21138,2023,2,0,0,0
21138_2023_Q3,21138,2023,3,0,0,0
21138_2023_Q4,21138,2023,4,0,0,0
21138_2024_Q1,21138,2024,1,0,0,0
21138_2024_Q2,21138,2024,2,0,0,0
21138_2024_Q3,21138,2024,3,0,0,0
21138_2024_Q4,21138,2024,4,0,0,0
21138_2025_Q1,21138,2025,1,0,0,0
21138_2025_Q2,21138,2025,2,0,0,0
21138_2025_Q3,21138,2025,3,0,0,0
21138_2025_Q4,21138,2025,4,0,0,0
21140_2023_Q1,21140,2023,1,8,178,0
21140_2023_Q2,21140,2023,2,2,189,0
21140_2023_Q3,21140,2023,3,7,192,0
21140_2023_Q4,21140,2023,4,6,209,0
21140_2024_Q1,21140,2024,1,2,217,0
21140_2024_Q2,21140,2024,2,8,230,1
21140_2024_Q3,21140,2024,3,6,250,0
21140_2024_Q4,21140,2024,4,9,267,0
21140_2025_Q1,21140,2025,1,10,281,0
21140_2025_Q2,21140,2025,2,6,301,0
21140_2025_Q3,21140,2025,3,6,302,0
21140_2025_Q4,21140,2025,4,8,313,0
21144_2023_Q1,21144,2023,1,99,1196,0
21144_2023_Q2,21144,2023,2,83,1303,0
21144_2023_Q3,21144,2023,3,84,1432,1
21144_2023_Q4,21144,2023,4,89,1598,0
21144_2024_Q1,21144,2024,1,96,1709,0
21144_2024_Q2,21144,2024,2,114,1905,0
21144_2024_Q3,21144,2024,3,128,2178,0
21144_2024_Q4,21144,2024,4,114,2280,0
21144_2025_Q1,21144,2025,1,114,2377,1
21144_2025_Q2,21144,2025,2,130,2486,0
21144_2025_Q3,21144,2025,3,119,2639,0
21144_2025_Q4,21144,2025,4,122,2695,0
21145_2023_Q1,21145,2023,1,0,0,0
21145_2023_Q2,21145,2023,2,0,0,0
21145_2023_Q3,21145,2023,3,0,0,0
21145_2023_Q4,21145,2023,4,0,0,0
21145_2024_Q1,21145,2024,1,0,0,0
21145_2024_Q2,21145,2024,2,1,0,0
21145_2024_Q3,21145,2024,3,0,0,0
21145_2024_Q4,21145,2024,4,0,0,0
21145_2025_Q1,21145,2025,1,0,0,0
21145_2025_Q2,21145,2025,2,0,0,0
21145_2025_Q3,21145,2025,3,0,0,0
21145_2025_Q4,21145,2025,4,0,0,0
21146_2023_Q1,21146,2023,1,20,1637,0
21146_2023_Q2,21146,2023,2,31,1725,0
21146_2023_Q3,21146,2023,3,27,1844,0
21146_2023_Q4,21146,2023,4,35,1997,0
21146_2024_Q1,21146,2024,1,38,2155,0
21146_2024_Q2,21146,2024,2,32,2264,0
21146_2024_Q3,21146,2024,3,37,2423,1
21146_2024_Q4,21146,2024,4,42,2565,1
21146_2025_Q1,21146,2025,1,49,2699,1
21146_2025_Q2,21146,2025,2,41,2774,0
21146_2025_Q3,21146,2025,3,55,2880,0
21146_2025_Q4,21146,2025,4,33,2963,0
21150_2023_Q1,21150,2023,1,0,0,0
21150_2023_Q2,21150,2023,2,0,0,0
21150_2023_Q3,21150,2023,3,0,0,0
21150_2023_Q4,21150,2023,4,0,0,0
21150_2024_Q1,21150,2024,1,0,0,0
21150_2024_Q2,21150,2024,2,0,0,0
21150_2024_Q3,21150,2024,3,0,0,0
21150_2024_Q4,21150,2024,4,0,0,0
21150_2025_Q1,21150,2025,1,0,0,0
21150_2025_Q2,21150,2025,2,0,0,0
21150_2025_Q3,21150,2025,3,0,0,0
21150_2025_Q4,21150,2025,4,0,0,0
21152_2023_Q1,21152,2023,1,9,657,0
21152_2023_Q2,21152,2023,2,10,719,0
21152_2023_Q3,21152,2023,3,8,728,1
21152_2023_Q4,21152,2023,4,12,815,0
21152_2024_Q1,21152,2024,1,14,1124,0
21152_2024_Q2,21152,2024,2,13,1468,0
21152_2024_Q3,21152,2024,3,10,1235,0
21152_2024_Q4,21152,2024,4,12,709,0
21152_2025_Q1,21152,2025,1,8,750,0
21152_2025_Q2,21152,2025,2,8,758,0
21152_2025_Q3,21152,2025,3,11,766,0
21152_2025_Q4,21152,2025,4,13,515,0
21153_2023_Q1,21153,2023,1,0,92,0
21153_2023_Q2,21153,2023,2,1,96,0
21153_2023_Q3,21153,2023,3,0,109,0
21153_2023_Q4,21153,2023,4,0,113,0
21153_2024_Q1,21153,2024,1,0,123,0
21153_2024_Q2,21153,2024,2,0,131,0
21153_2024_Q3,21153,2024,3,0,132,0
21153_2024_Q4,21153,2024,4,0,142,0
21153_2025_Q1,21153,2025,1,1,144,0
21153_2025_Q2,21153,2025,2,1,152,0
21153_2025_Q3,21153,2025,3,0,167,0
21153_2025_Q4,21153,2025,4,0,175,0
21154_2023_Q1,21154,2023,1,11,132,0
21154_2023_Q2,21154,2023,2,14,139,0
21154_2023_Q3,21154,2023,3,18,146,0
21154_2023_Q4,21154,2023,4,18,150,0
21154_2024_Q1,21154,2024,1,11,156,0
21154_2024_Q2,21154,2024,2,17,163,0
21154_2024_Q3,21154,2024,3,18,180,0
21154_2024_Q4,21154,2024,4,23,182,0
21154_2025_Q1,21154,2025,1,23,205,0
21154_2025_Q2,21154,2025,2,21,207,0
21154_2025_Q3,21154,2025,3,13,212,0
21154_2025_Q4,21154,2025,4,12,213,0
21155_2023_Q1,21155,2023,1,1,78,0
21155_2023_Q2,21155,2023,2,2,85,0
21155_2023_Q3,21155,2023,3,2,94,0
21155_2023_Q4,21155,2023,4,4,96,0
21155_2024_Q1,21155,2024,1,2,93,0
21155_2024_Q2,21155,2024,2,2,111,0
21155_2024_Q3,21155,2024,3,2,121,0
21155_2024_Q4,21155,2024,4,8,128,0
21155_2025_Q1,21155,2025,1,7,141,0
21155_2025_Q2,21155,2025,2,5,146,0
21155_2025_Q3,21155,2025,3,5,150,0
21155_2025_Q4,21155,2025,4,10,154,0
21156_2023_Q1,21156,2023,1,0,13,0
21156_2023_Q2,21156,2023,2,0,16,0
21156_2023_Q3,21156,2023,3,1,18,0
21156_2023_Q4,21156,2023,4,1,20,0
21156_2024_Q1,21156,2024,1,0,21,0
21156_2024_Q2,21156,2024,2,0,16,0
21156_2024_Q3,21156,2024,3,0,17,0
21156_2024_Q4,21156,2024,4,0,18,0
21156_2025_Q1,21156,2025,1,0,18,0
21156_2025_Q2,21156,2025,2,0,18,0
21156_2025_Q3,21156,2025,3,1,18,0
21156_2025_Q4,21156,2025,4,0,17,0
21157_2023_Q1,21157,2023,1,72,744,0
21157_2023_Q2,21157,2023,2,63,789,1
21157_2023_Q3,21157,2023,3,73,839,0
21157_2023_Q4,21157,2023,4,56,918,0
21157_2024_Q1,21157,2024,1,64,998,0
21157_2024_Q2,21157,2024,2,79,1068,0
21157_2024_Q3,21157,2024,3,91,1155,0
21157_2024_Q4,21157,2024,4,59,1224,0
21157_2025_Q1,21157,2025,1,83,1271,0
21157_2025_Q2,21157,2025,2,63,1348,0
21157_2025_Q3,21157,2025,3,86,1435,0
21157_2025_Q4,21157,2025,4,75,1509,0
21158_2023_Q1,21158,2023,1,38,430,1
21158_2023_Q2,21158,2023,2,25,476,0
21158_2023_Q3,21158,2023,3,44,505,0
21158_2023_Q4,21158,2023,4,51,539,0
21158_2024_Q1,21158,2024,1,57,590,0
21158_2024_Q2,21158,2024,2,50,636,0
21158_2024_Q3,21158,2024,3,58,692,0
21158_2024_Q4,21158,2024,4,60,733,0
21158_2025_Q1,21158,2025,1,71,767,0
21158_2025_Q2,21158,2025,2,53,799,0
21158_2025_Q3,21158,2025,3,65,836,0
21158_2025_Q4,21158,2025,4,56,861,0
21160_2023_Q1,21160,2023,1,6,25,0
21160_2023_Q2,21160,2023,2,7,30,0
21160_2023_Q3,21160,2023,3,5,30,0
21160_2023_Q4,21160,2023,4,4,29,0
21160_2024_Q1,21160,2024,1,4,36,0
21160_2024_Q2,21160,2024,2,6,44,0
21160_2024_Q3,21160,2024,3,9,46,0
21160_2024_Q4,21160,2024,4,7,59,0
21160_2025_Q1,21160,2025,1,4,66,0
21160_2025_Q2,21160,2025,2,8,66,0
21160_2025_Q3,21160,2025,3,5,61,0
21160_2025_Q4,21160,2025,4,12,59,0
21161_2023_Q1,21161,2023,1,16,144,0
21161_2023_Q2,21161,2023,2,8,149,0
21161_2023_Q3,21161,2023,3,14,166,0
21161_2023_Q4,21161,2023,4,14,190,0
21161_2024_Q1,21161,2024,1,22,201,0
21161_2024_Q2,21161,2024,2,16,206,0
21161_2024_Q3,21161,2024,3,14,207,0
21161_2024_Q4,21161,2024,4,12,213,0
21161_2025_Q1,21161,2025,1,20,218,0
21161_2025_Q2,21161,2025,2,20,224,0
21161_2025_Q3,21161,2025,3,15,262,0
21161_2025_Q4,21161,2025,4,19,272,0
21162_2023_Q1,21162,2023,1,26,163,0
21162_2023_Q2,21162,2023,2,18,185,0
21162_2023_Q3,21162,2023,3,23,210,0
21162_2023_Q4,21162,2023,4,20,243,0
21162_2024_Q1,21162,2024,1,14,255,0
21162_2024_Q2,21162,2024,2,15,276,0
21162_2024_Q3,21162,2024,3,17,293,1
21162_2024_Q4,21162,2024,4,18,337,0
21162_2025_Q1,21162,2025,1,14,372,0
21162_2025_Q2,21162,2025,2,13,387,0
21162_2025_Q3,21162,2025,3,14,389,0
21162_2025_Q4,21162,2025,4,12,407,0
21163_2023_Q1,21163,2023,1,11,532,0
21163_2023_Q2,21163,2023,2,9,616,0
21163_2023_Q3,21163,2023,3,11,684,0
21163_2023_Q4,21163,2023,4,6,761,0
21163_2024_Q1,21163,2024,1,11,830,0
21163_2024_Q2,21163,2024,2,13,894,0
21163_2024_Q3,21163,2024,3,11,941,0
21163_2024_Q4,21163,2024,4,14,1022,0
21163_2025_Q1,21163,2025,1,9,1080,0
21163_2025_Q2,21163,2025,2,12,1111,0
21163_2025_Q3,21163,2025,3,14,1156,0
21163_2025_Q4,21163,2025,4,10,1223,1
21201_2023_Q1,21201,2023,1,11,477,0
21201_2023_Q2,21201,2023,2,13,503,0
21201_2023_Q3,21201,2023,3,15,505,1
21201_2023_Q4,21201,2023,4,17,522,0
21201_2024_Q1,21201,2024,1,11,557,3
21201_2024_Q2,21201,2024,2,13,618,2
21201_2024_Q3,21201,2024,3,21,683,1
21201_2024_Q4,21201,2024,4,15,746,0
21201_2025_Q1,21201,2025,1,23,777,4
21201_2025_Q2,21201,2025,2,33,771,2
21201_2025_Q3,21201,2025,3,30,795,4
21201_2025_Q4,21201,2025,4,29,843,2
21202_2023_Q1,21202,2023,1,38,465,0
21202_2023_Q2,21202,2023,2,17,482,0
21202_2023_Q3,21202,2023,3,24,517,4
21202_2023_Q4,21202,2023,4,20,598,4
21202_2024_Q1,21202,2024,1,24,658,7
21202_2024_Q2,21202,2024,2,17,743,1
21202_2024_Q3,21202,2024,3,22,833,6
21202_2024_Q4,21202,2024,4,23,906,5
21202_2025_Q1,21202,2025,1,38,960,1
21202_2025_Q2,21202,2025,2,37,975,3
21202_2025_Q3,21202,2025,3,39,1001,2
21202_2025_Q4,21202,2025,4,32,1019,3
21203_2023_Q1,21203,2023,1,0,0,1
21203_2023_Q2,21203,2023,2,0,0,0
21203_2023_Q3,21203,2023,3,0,0,0
21203_2023_Q4,21203,2023,4,0,0,0
21203_2024_Q1,21203,2024,1,0,0,0
21203_2024_Q2,21203,2024,2,0,0,0
21203_2024_Q3,21203,2024,3,0,0,0
21203_2024_Q4,21203,2024,4,0,0,0
21203_2025_Q1,21203,2025,1,0,0,0
21203_2025_Q2,21203,2025,2,0,0,0
21203_2025_Q3,21203,2025,3,0,0,0
21203_2025_Q4,21203,2025,4,0,0,0
21204_2023_Q1,21204,2023,1,11,847,0
21204_2023_Q2,21204,2023,2,6,929,2
21204_2023_Q3,21204,2023,3,4,1063,0
21204_2023_Q4,21204,2023,4,10,1170,0
21204_2024_Q1,21204,2024,1,13,1246,4
21204_2024_Q2,21204,2024,2,9,1343,0
21204_2024_Q3,21204,2024,3,14,1451,0
21204_2024_Q4,21204,2024,4,15,1543,1
21204_2025_Q1,21204,2025,1,11,1604,0
21204_2025_Q2,21204,2025,2,7,1713,0
21204_2025_Q3,21204,2025,3,10,1808,2
21204_2025_Q4,21204,2025,4,11,1883,0
21205_2023_Q1,21205,2023,1,41,85,1
21205_2023_Q2,21205,2023,2,46,93,1
21205_2023_Q3,21205,2023,3,30,103,0
21205_2023_Q4,21205,2023,4,19,104,0
21205_2024_Q1,21205,2024,1,33,115,2
21205_2024_Q2,21205,2024,2,42,138,0
21205_2024_Q3,21205,2024,3,29,159,1
21205_2024_Q4,21205,2024,4,73,160,1
21205_2025_Q1,21205,2025,1,79,175,1
21205_2025_Q2,21205,2025,2,40,193,0
21205_2025_Q3,21205,2025,3,47,217,1
21205_2025_Q4,21205,2025,4,54,251,1
21206_2023_Q1,21206,2023,1,348,339,2
21206_2023_Q2,21206,2023,2,301,373,2
21206_2023_Q3,21206,2023,3,334,400,8
21206_2023_Q4,21206,2023,4,313,444,3
21206_2024_Q1,21206,2024,1,375,483,10
21206_2024_Q2,21206,2024,2,348,560,7
21206_2024_Q3,21206,2024,3,436,648,6
21206_2024_Q4,21206,2024,4,402,743,6
21206_2025_Q1,21206,2025,1,401,822,6
21206_2025_Q2,21206,2025,2,371,903,6
21206_2025_Q3,21206,2025,3,409,977,4
21206_2025_Q4,21206,2025,4,453,1029,1
21207_2023_Q1,21207,2023,1,322,424,1
21207_2023_Q2,21207,2023,2,231,449,1
21207_2023_Q3,21207,2023,3,255,511,8
21207_2023_Q4,21207,2023,4,263,605,5
21207_2024_Q1,21207,2024,1,271,638,7
21207_2024_Q2,21207,2024,2,272,726,8
21207_2024_Q3,21207,2024,3,320,870,0
21207_2024_Q4,21207,2024,4,334,972,2
21207_2025_Q1,21207,2025,1,384,1109,3
21207_2025_Q2,21207,2025,2,330,1199,6
21207_2025_Q3,21207,2025,3,357,1273,0
21207_2025_Q4,21207,2025,4,377,1318,2
21208_2023_Q1,21208,2023,1,130,1244,0
21208_2023_Q2,21208,2023,2,103,1362,1
21208_2023_Q3,21208,2023,3,113,1486,0
21208_2023_Q4,21208,2023,4,95,1645,0
21208_2024_Q1,21208,2024,1,97,1783,1
21208_2024_Q2,21208,2024,2,121,1927,1
21208_2024_Q3,21208,2024,3,116,2137,3
21208_2024_Q4,21208,2024,4,118,2265,2
21208_2025_Q1,21208,2025,1,136,2388,0
21208_2025_Q2,21208,2025,2,150,2514,2
21208_2025_Q3,21208,2025,3,144,2726,0
21208_2025_Q4,21208,2025,4,144,2861,1
21209_2023_Q1,21209,2023,1,24,1071,0
21209_2023_Q2,21209,2023,2,33,1181,1
21209_2023_Q3,21209,2023,3,27,1293,1
21209_2023_Q4,21209,2023,4,10,1418,0
21209_2024_Q1,21209,2024,1,26,1544,5
21209_2024_Q2,21209,2024,2,28,1679,1
21209_2024_Q3,21209,2024,3,35,1849,4
21209_2024_Q4,21209,2024,4,38,1969,1
21209_2025_Q1,21209,2025,1,37,2058,12
21209_2025_Q2,21209,2025,2,42,2177,6
21209_2025_Q3,21209,2025,3,43,2335,3
21209_2025_Q4,21209,2025,4,39,2449,2
21210_2023_Q1,21210,2023,1,5,880,0
21210_2023_Q2,21210,2023,2,6,929,2
21210_2023_Q3,21210,2023,3,7,1030,2
21210_2023_Q4,21210,2023,4,4,1121,0
21210_2024_Q1,21210,2024,1,9,1190,3
21210_2024_Q2,21210,2024,2,5,1263,0
21210_2024_Q3,21210,2024,3,9,1328,2
21210_2024_Q4,21210,2024,4,5,1382,3
21210_2025_Q1,21210,2025,1,14,1479,8
21210_2025_Q2,21210,2025,2,6,1533,5
21210_2025_Q3,21210,2025,3,16,1615,2
21210_2025_Q4,21210,2025,4,12,1666,1
21211_2023_Q1,21211,2023,1,26,606,0
21211_2023_Q2,21211,2023,2,19,666,1
21211_2023_Q3,21211,2023,3,34,728,1
21211_2023_Q4,21211,2023,4,28,776,3
21211_2024_Q1,21211,2024,1,24,811,3
21211_2024_Q2,21211,2024,2,21,876,1
21211_2024_Q3,21211,2024,3,25,959,4
21211_2024_Q4,21211,2024,4,34,1031,2
21211_2025_Q1,21211,2025,1,36,1118,2
21211_2025_Q2,21211,2025,2,29,1192,2
21211_2025_Q3,21211,2025,3,27,1181,4
21211_2025_Q4,21211,2025,4,41,1300,6
21212_2023_Q1,21212,2023,1,88,1076,0
21212_2023_Q2,21212,2023,2,84,1182,1
21212_2023_Q3,21212,2023,3,87,1276,2
21212_2023_Q4,21212,2023,4,89,1367,2
21212_2024_Q1,21212,2024,1,107,1453,2
21212_2024_Q2,21212,2024,2,97,1596,3
21212_2024_Q3,21212,2024,3,125,1728,2
21212_2024_Q4,21212,2024,4,115,1850,4
21212_2025_Q1,21212,2025,1,102,1941,0
21212_2025_Q2,21212,2025,2,105,2058,4
21212_2025_Q3,21212,2025,3,124,2183,3
21212_2025_Q4,21212,2025,4,121,2305,5
21213_2023_Q1,21213,2023,1,204,139,0
21213_2023_Q2,21213,2023,2,158,161,0
21213_2023_Q3,21213,2023,3,184,191,0
21213_2023_Q4,21213,2023,4,169,236,0
21213_2024_Q1,21213,2024,1,196,271,4
21213_2024_Q2,21213,2024,2,220,298,0
21213_2024_Q3,21213,2024,3,234,401,2
21213_2024_Q4,21213,2024,4,259,492,2
21213_2025_Q1,21213,2025,1,277,556,2
21213_2025_Q2,21213,2025,2,276,641,1
21213_2025_Q3,21213,2025,3,272,688,6
21213_2025_Q4,21213,2025,4,286,693,3
21214_2023_Q1,21214,2023,1,157,277,0
21214_2023_Q2,21214,2023,2,141,305,0
21214_2023_Q3,21214,2023,3,146,329,0
21214_2023_Q4,21214,2023,4,127,379,1
21214_2024_Q1,21214,2024,1,172,395,1
21214_2024_Q2,21214,2024,2,165,447,0
21214_2024_Q3,21214,2024,3,179,493,0
21214_2024_Q4,21214,2024,4,158,567,1
21214_2025_Q1,21214,2025,1,202,637,2
21214_2025_Q2,21214,2025,2,173,690,0
21214_2025_Q3,21214,2025,3,206,764,0
21214_2025_Q4,21214,2025,4,214,799,6
21215_2023_Q1,21215,2023,1,279,358,1
21215_2023_Q2,21215,2023,2,261,411,2
21215_2023_Q3,21215,2023,3,260,464,2
21215_2023_Q4,21215,2023,4,258,515,3
21215_2024_Q1,21215,2024,1,288,536,5
21215_2024_Q2,21215,2024,2,301,587,6
21215_2024_Q3,21215,2024,3,302,695,1
21215_2024_Q4,21215,2024,4,304,896,4
21215_2025_Q1,21215,2025,1,333,972,8
21215_2025_Q2,21215,2025,2,329,1059,11
21215_2025_Q3,21215,2025,3,315,1185,3
21215_2025_Q4,21215,2025,4,371,1266,16
21216_2023_Q1,21216,2023,1,158,117,1
21216_2023_Q2,21216,2023,2,168,126,2
21216_2023_Q3,21216,2023,3,152,133,2
21216_2023_Q4,21216,2023,4,139,131,4
21216_2024_Q1,21216,2024,1,191,143,8
21216_2024_Q2,21216,2024,2,179,185,8
21216_2024_Q3,21216,2024,3,173,237,1
21216_2024_Q4,21216,2024,4,229,293,6
21216_2025_Q1,21216,2025,1,235,355,8
21216_2025_Q2,21216,2025,2,197,408,7
21216_2025_Q3,21216,2025,3,242,453,5
21216_2025_Q4,21216,2025,4,278,470,10
21217_2023_Q1,21217,2023,1,122,308,1
21217_2023_Q2,21217,2023,2,85,343,0
21217_2023_Q3,21217,2023,3,84,372,1
21217_2023_Q4,21217,2023,4,86,414,0
21217_2024_Q1,21217,2024,1,112,446,7
21217_2024_Q2,21217,2024,2,116,489,3
21217_2024_Q3,21217,2024,3,112,568,2
21217_2024_Q4,21217,2024,4,134,619,4
21217_2025_Q1,21217,2025,1,122,680,11
21217_2025_Q2,21217,2025,2,111,744,7
21217_2025_Q3,21217,2025,3,127,786,8
21217_2025_Q4,21217,2025,4,145,806,5
21218_2023_Q1,21218,2023,1,143,716,2
21218_2023_Q2,21218,2023,2,125,770,1
21218_2023_Q3,21218,2023,3,148,830,4
21218_2023_Q4,21218,2023,4,126,903,1
21218_2024_Q1,21218,2024,1,185,962,3
21218_2024_Q2,21218,2024,2,158,1069,3
21218_2024_Q3,21218,2024,3,195,1219,3
21218_2024_Q4,21218,2024,4,193,1341,1
21218_2025_Q1,21218,2025,1,208,1432,3
21218_2025_Q2,21218,2025,2,177,1506,4
21218_2025_Q3,21218,2025,3,232,1614,6
21218_2025_Q4,21218,2025,4,226,1693,7
21219_2023_Q1,21219,2023,1,41,171,0
21219_2023_Q2,21219,2023,2,31,186,0
21219_2023_Q3,21219,2023,3,32,207,2
21219_2023_Q4,21219,2023,4,27,222,0
21219_2024_Q1,21219,2024,1,38,242,1
21219_2024_Q2,21219,2024,2,34,266,0
21219_2024_Q3,21219,2024,3,37,300,1
21219_2024_Q4,21219,2024,4,33,315,0
21219_2025_Q1,21219,2025,1,32,317,0
21219_2025_Q2,21219,2025,2,38,327,0
21219_2025_Q3,21219,2025,3,37,350,0
21219_2025_Q4,21219,2025,4,38,337,0
21220_2023_Q1,21220,2023,1,172,669,1
21220_2023_Q2,21220,2023,2,143,722,2
21220_2023_Q3,21220,2023,3,163,794,1
21220_2023_Q4,21220,2023,4,158,855,3
21220_2024_Q1,21220,2024,1,214,942,4
21220_2024_Q2,21220,2024,2,192,1068,1
21220_2024_Q3,21220,2024,3,221,1208,4
21220_2024_Q4,21220,2024,4,224,1324,0
21220_2025_Q1,21220,2025,1,216,1423,2
21220_2025_Q2,21220,2025,2,190,1532,1
21220_2025_Q3,21220,2025,3,224,1682,5
21220_2025_Q4,21220,2025,4,248,1752,1
21221_2023_Q1,21221,2023,1,174,451,0
21221_2023_Q2,21221,2023,2,138,485,1
21221_2023_Q3,21221,2023,3,156,511,0
21221_2023_Q4,21221,2023,4,126,579,3
21221_2024_Q1,21221,2024,1,175,645,1
21221_2024_Q2,21221,2024,2,179,734,0
21221_2024_Q3,21221,2024,3,210,814,2
21221_2024_Q4,21221,2024,4,210,871,0
21221_2025_Q1,21221,2025,1,201,924,0
21221_2025_Q2,21221,2025,2,194,968,0
21221_2025_Q3,21221,2025,3,214,1039,1
21221_2025_Q4,21221,2025,4,211,1080,0
21222_2023_Q1,21222,2023,1,286,375,1
21222_2023_Q2,21222,2023,2,213,411,1
21222_2023_Q3,21222,2023,3,238,478,2
21222_2023_Q4,21222,2023,4,241,530,2
21222_2024_Q1,21222,2024,1,271,577,2
21222_2024_Q2,21222,2024,2,270,688,0
21222_2024_Q3,21222,2024,3,274,795,0
21222_2024_Q4,21222,2024,4,289,866,2
21222_2025_Q1,21222,2025,1,338,942,1
21222_2025_Q2,21222,2025,2,313,1007,1
21222_2025_Q3,21222,2025,3,349,1088,2
21222_2025_Q4,21222,2025,4,404,1096,5
21223_2023_Q1,21223,2023,1,75,80,0
21223_2023_Q2,21223,2023,2,76,91,2
21223_2023_Q3,21223,2023,3,88,105,0
21223_2023_Q4,21223,2023,4,73,128,0
21223_2024_Q1,21223,2024,1,80,143,3
21223_2024_Q2,21223,2024,2,88,156,1
21223_2024_Q3,21223,2024,3,87,194,1
21223_2024_Q4,21223,2024,4,97,220,5
21223_2025_Q1,21223,2025,1,142,250,9
21223_2025_Q2,21223,2025,2,88,281,5
21223_2025_Q3,21223,2025,3,110,307,4
21223_2025_Q4,21223,2025,4,144,328,6
21224_2023_Q1,21224,2023,1,154,1217,2
21224_2023_Q2,21224,2023,2,100,1359,8
21224_2023_Q3,21224,2023,3,132,1429,2
21224_2023_Q4,21224,2023,4,105,1535,6
21224_2024_Q1,21224,2024,1,129,1639,12
21224_2024_Q2,21224,2024,2,166,1719,1
21224_2024_Q3,21224,2024,3,172,1866,0
21224_2024_Q4,21224,2024,4,161,2030,1
