cluster,foreclosure_notices_mean,foreclosure_notices_std,foreclosure_notices_max,foreclosure_notices_trend,ev_registrations_mean,ev_registrations_std,ev_registrations_max,ev_registrations_trend,sewer_overflow_incidents_mean,sewer_overflow_incidents_std,sewer_overflow_incidents_max,sewer_overflow_incidents_trend,n_quarters
0,58.87291666666666,11.827091702522534,79.15,2.3871503496503497,3752.9895833333335,965.6704177045316,5097.425,261.3159965034965,0.5604166666666667,0.7707413070315589,2.2,0.023164335664335664,12.0
1,12.624548083875633,3.173606302947332,18.210412147505423,0.3932997588095202,220.06055676066524,57.05766110389251,304.12147505422996,14.688128574245711,0.12237888647866955,0.2063950351524048,0.6095444685466378,0.0034661650713711453,12.0
2,181.12760416666666,30.68035341129616,232.421875,6.948535839160839,1092.23828125,340.6837837793554,1603.078125,93.77321896853147,2.08203125,1.8037815283387482,5.875,0.10385708041958042,12.0
