zip_code,foreclosure_notices_mean,foreclosure_notices_std,foreclosure_notices_max,foreclosure_notices_trend,ev_registrations_mean,ev_registrations_std,ev_registrations_max,ev_registrations_trend,sewer_overflow_incidents_mean,sewer_overflow_incidents_std,sewer_overflow_incidents_max,sewer_overflow_incidents_trend,n_quarters,dbscan_cluster
21239,191.75,27.673830762850844,242,6.297202797202797,363.8333333333333,124.8714490501283,537,34.34965034965035,1.0,1.348399724926484,4,0.22377622377622378,12,0
21240,0.0,0.0,0,0.0,2416.9166666666665,572.4037764841645,3129,-136.9335664335664,0.25,0.45226701686664544,1,0.05244755244755245,12,-1
21241,0.08333333333333333,0.28867513459481287,1,0.01748251748251748,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21244,154.41666666666666,25.93158247575666,188,5.479020979020978,1034.1666666666667,418.36996097046006,1635,115.74825174825175,1.0,1.2060453783110545,3,-0.08391608391608392,12,0
21250,0.0,0.0,0,0.0,45.666666666666664,9.345230512584125,56,2.4615384615384617,0.0,0.0,0,0.0,12,0
21251,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.16666666666666666,0.3892494720807615,1,0.013986013986013988,12,0
21252,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21255,0.08333333333333333,0.28867513459481287,1,0.038461538461538464,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21260,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21284,0.9166666666666666,1.164500152881315,3,0.01748251748251748,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21286,32.666666666666664,4.228331571528879,39,0.5874125874125874,1093.75,245.73345685555688,1428,67.95454545454545,0.5,0.674199862463242,2,0.07692307692307693,12,0
21287,0.0,0.0,0,0.0,2.5,1.1677484162422844,3,0.2097902097902098,0.0,0.0,0,0.0,12,0
21307,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21401,55.75,7.581376703955075,65,1.4160839160839163,3002.0833333333335,641.840175282025,3863,177.46503496503496,1.25,1.6583123951776997,5,0.25524475524475526,12,0
21402,0.0,0.0,0,0.0,20.5,10.335288182638248,35,2.755244755244755,0.08333333333333333,0.2886751345948129,1,-0.01748251748251748,12,0
21403,53.333333333333336,12.294369245777322,70,2.762237762237762,2185.3333333333335,453.7168386747066,2831,125.7132867132867,1.75,1.764549903980152,6,-0.11538461538461539,12,0
21405,0.5833333333333334,1.443375672974064,5,-0.16433566433566435,66.08333333333333,18.87498745735084,90,5.059440559440559,0.0,0.0,0,0.0,12,0
21407,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21409,45.083333333333336,6.894771844512245,57,0.28321678321678323,1516.3333333333333,374.1694641185834,2019,103.18181818181819,0.6666666666666666,0.7784989441615229,2,6.5992277687509304e-18,12,0
21411,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.08333333333333333,0.2886751345948129,1,-0.03846153846153846,12,0
21412,0.0,0.0,0,0.0,1.6666666666666667,1.3706888336846839,3,0.11888111888111888,0.0,0.0,0,0.0,12,0
