cluster,foreclosure_notices_mean,foreclosure_notices_std,foreclosure_notices_max,foreclosure_notices_trend,ev_registrations_mean,ev_registrations_std,ev_registrations_max,ev_registrations_trend,sewer_overflow_incidents_mean,sewer_overflow_incidents_std,sewer_overflow_incidents_max,sewer_overflow_incidents_trend,n_quarters
0,26.904315196998123,5.537950164637767,36.43527204502814,0.9513507130767919,460.67761100687926,122.9721069737082,639.1651031894934,33.39037510332069,0.19105691056910568,0.2891453771909912,0.8536585365853658,0.006048360644983535,12.0
