zip_code,year,quarter,ev_registrations
21770,2024,2,1010
21770,2024,3,1116
21770,2024,4,1207
21770,2025,1,1279
21770,2025,2,1318
21770,2025,3,1382
21770,2025,4,1408
21771,2020,3,445
21771,2020,4,472
21771,2021,1,515
21771,2021,2,564
21771,2021,3,622
21771,2021,4,682
21771,2022,1,769
21771,2022,2,868
21771,2022,3,974
21771,2022,4,1114
21771,2023,1,1203
21771,2023,2,1305
21771,2023,3,1447
21771,2023,4,1564
21771,2024,1,1680
21771,2024,2,1815
21771,2024,3,1986
21771,2024,4,2089
21771,2025,1,2171
21771,2025,2,2273
21771,2025,3,2360
21771,2025,4,2404
21773,2020,3,90
21773,2020,4,102
21773,2021,1,111
21773,2021,2,109
21773,2021,3,115
21773,2021,4,116
21773,2022,1,133
21773,2022,2,154
21773,2022,3,170
21773,2022,4,193
21773,2023,1,216
21773,2023,2,245
21773,2023,3,266
21773,2023,4,288
21773,2024,1,314
21773,2024,2,324
21773,2024,3,343
21773,2024,4,358
21773,2025,1,385
21773,2025,2,407
21773,2025,3,431
21773,2025,4,451
21774,2020,3,433
21774,2020,4,495
21774,2021,1,529
21774,2021,2,565
21774,2021,3,611
21774,2021,4,662
21774,2022,1,718
21774,2022,2,831
21774,2022,3,957
21774,2022,4,1055
21774,2023,1,1123
21774,2023,2,1239
21774,2023,3,1415
21774,2023,4,1598
21774,2024,1,1772
21774,2024,2,1931
21774,2024,3,2126
21774,2024,4,2251
21774,2025,1,2424
21774,2025,2,2540
21774,2025,3,2643
21774,2025,4,2695
21776,2020,3,58
21776,2020,4,52
21776,2021,1,56
21776,2021,2,64
21776,2021,3,75
21776,2021,4,67
21776,2022,1,68
21776,2022,2,67
21776,2022,3,76
21776,2022,4,90
21776,2023,1,101
21776,2023,2,130
21776,2023,3,148
21776,2023,4,161
21776,2024,1,169
21776,2024,2,174
21776,2024,3,201
21776,2024,4,226
21776,2025,1,243
21776,2025,2,255
21776,2025,3,264
21776,2025,4,270
21777,2020,3,36
21777,2020,4,40
21777,2021,1,51
21777,2021,2,49
21777,2021,3,50
21777,2021,4,54
21777,2022,1,55
21777,2022,2,58
21777,2022,3,65
21777,2022,4,71
21777,2023,1,75
21777,2023,2,79
21777,2023,3,94
21777,2023,4,107
21777,2024,1,115
21777,2024,2,126
21777,2024,3,126
21777,2024,4,123
21777,2025,1,129
21777,2025,2,136
21777,2025,3,136
21777,2025,4,146
21778,2020,3,15
21778,2020,4,15
21778,2021,1,15
21778,2021,2,16
21778,2021,3,13
21778,2021,4,15
21778,2022,1,15
21778,2022,2,15
21778,2022,3,13
21778,2022,4,13
21778,2023,1,15
21778,2023,2,16
21778,2023,3,18
21778,2023,4,18
21778,2024,1,19
21778,2024,2,21
21778,2024,3,21
21778,2024,4,21
21778,2025,1,23
21778,2025,2,24
21778,2025,3,29
21778,2025,4,30
21779,2020,3,15
21779,2020,4,15
21779,2021,1,18
21779,2021,2,17
21779,2021,3,15
21779,2021,4,15
21779,2022,1,15
21779,2022,2,15
21779,2022,3,15
21779,2022,4,19
21779,2023,1,25
21779,2023,2,29
21779,2023,3,29
21779,2023,4,30
21779,2024,1,33
21779,2024,2,36
21779,2024,3,37
21779,2024,4,44
21779,2025,1,48
21779,2025,2,49
21779,2025,3,54
21779,2025,4,55
21780,2020,3,11
21780,2020,4,9
21780,2021,1,11
21780,2021,2,10
21780,2021,3,12
21780,2021,4,12
21780,2022,1,13
21780,2022,2,17
21780,2022,3,23
21780,2022,4,24
21780,2023,1,23
21780,2023,2,24
21780,2023,3,24
21780,2023,4,27
21780,2024,1,29
21780,2024,2,34
21780,2024,3,36
21780,2024,4,41
21780,2025,1,41
21780,2025,2,49
21780,2025,3,48
21780,2025,4,38
21782,2020,3,18
21782,2020,4,18
21782,2021,1,23
21782,2021,2,29
21782,2021,3,29
21782,2021,4,29
21782,2022,1,31
21782,2022,2,27
21782,2022,3,25
21782,2022,4,33
21782,2023,1,39
21782,2023,2,46
21782,2023,3,56
21782,2023,4,64
21782,2024,1,72
21782,2024,2,75
21782,2024,3,94
21782,2024,4,111
21782,2025,1,118
21782,2025,2,120
21782,2025,3,121
21782,2025,4,116
21783,2020,3,51
21783,2020,4,51
21783,2021,1,54
21783,2021,2,74
21783,2021,3,84
21783,2021,4,85
21783,2022,1,93
21783,2022,2,89
21783,2022,3,93
21783,2022,4,96
21783,2023,1,108
21783,2023,2,116
21783,2023,3,119
21783,2023,4,127
21783,2024,1,127
21783,2024,2,137
21783,2024,3,167
21783,2024,4,167
21783,2025,1,179
21783,2025,2,192
21783,2025,3,206
21783,2025,4,219
21784,2020,3,567
21784,2020,4,641
21784,2021,1,713
21784,2021,2,787
21784,2021,3,850
21784,2021,4,911
21784,2022,1,975
21784,2022,2,1073
21784,2022,3,1199
21784,2022,4,1310
21784,2023,1,1442
21784,2023,2,1576
21784,2023,3,1730
21784,2023,4,1874
21784,2024,1,1998
21784,2024,2,2205
21784,2024,3,2373
21784,2024,4,2553
21784,2025,1,2684
21784,2025,2,2814
21784,2025,3,2925
21784,2025,4,2972
21787,2020,3,27
21787,2020,4,43
21787,2021,1,47
21787,2021,2,56
21787,2021,3,63
21787,2021,4,77
21787,2022,1,84
21787,2022,2,95
21787,2022,3,105
21787,2022,4,125
21787,2023,1,145
21787,2023,2,164
21787,2023,3,180
21787,2023,4,205
21787,2024,1,222
21787,2024,2,248
21787,2024,3,279
21787,2024,4,312
21787,2025,1,349
21787,2025,2,361
21787,2025,3,376
21787,2025,4,383
21788,2020,3,56
21788,2020,4,61
21788,2021,1,71
21788,2021,2,91
21788,2021,3,104
21788,2021,4,104
21788,2022,1,112
21788,2022,2,125
21788,2022,3,140
21788,2022,4,151
21788,2023,1,163
21788,2023,2,170
21788,2023,3,167
21788,2023,4,177
21788,2024,1,189
21788,2024,2,208
21788,2024,3,240
21788,2024,4,299
21788,2025,1,295
21788,2025,2,296
21788,2025,3,305
21788,2025,4,325
21790,2020,3,3
21790,2020,4,3
21790,2021,1,3
21790,2021,2,3
21790,2021,3,3
21790,2021,4,2
21790,2023,1,1
21790,2023,2,3
21790,2023,3,4
21790,2023,4,9
21790,2024,1,9
21790,2024,2,9
21790,2024,3,9
21790,2024,4,9
21790,2025,1,7
21790,2025,2,6
21790,2025,3,7
21790,2025,4,9
21791,2020,3,39
21791,2020,4,39
21791,2021,1,38
21791,2021,2,49
21791,2021,3,60
21791,2021,4,76
21791,2022,1,85
21791,2022,2,83
21791,2022,3,100
21791,2022,4,110
21791,2023,1,123
21791,2023,2,135
21791,2023,3,132
21791,2023,4,144
21791,2024,1,159
21791,2024,2,164
21791,2024,3,177
21791,2024,4,199
21791,2025,1,213
21791,2025,2,216
21791,2025,3,219
21791,2025,4,233
21793,2020,3,108
21793,2020,4,114
21793,2021,1,121
21793,2021,2,130
21793,2021,3,139
21793,2021,4,137
21793,2022,1,139
21793,2022,2,150
21793,2022,3,168
21793,2022,4,189
21793,2023,1,211
21793,2023,2,238
21793,2023,3,258
21793,2023,4,283
21793,2024,1,292
21793,2024,2,319
21793,2024,3,352
21793,2024,4,362
21793,2025,1,388
21793,2025,2,412
21793,2025,3,435
21793,2025,4,452
21794,2020,3,87
21794,2020,4,98
21794,2021,1,102
21794,2021,2,114
21794,2021,3,126
21794,2021,4,128
21794,2022,1,138
21794,2022,2,161
21794,2022,3,176
21794,2022,4,194
21794,2023,1,214
21794,2023,2,242
21794,2023,3,263
21794,2023,4,282
21794,2024,1,294
21794,2024,2,322
21794,2024,3,363
21794,2024,4,398
21794,2025,1,417
21794,2025,2,442
21794,2025,3,452
21794,2025,4,475
21795,2020,3,28
21795,2020,4,30
21795,2021,1,33
21795,2021,2,37
21795,2021,3,47
21795,2021,4,59
21795,2022,1,63
21795,2022,2,70
21795,2022,3,70
21795,2022,4,70
21795,2023,1,75
21795,2023,2,84
21795,2023,3,114
21795,2023,4,132
21795,2024,1,146
21795,2024,2,166
21795,2024,3,181
21795,2024,4,196
21795,2025,1,205
21795,2025,2,987
21795,2025,3,203
21795,2025,4,204
21797,2020,3,199
21797,2020,4,213
21797,2021,1,234
21797,2021,2,255
21797,2021,3,287
21797,2021,4,317
21797,2022,1,351
21797,2022,2,386
21797,2022,3,433
21797,2022,4,480
21797,2023,1,520
21797,2023,2,575
21797,2023,3,611
21797,2023,4,667
21797,2024,1,724
21797,2024,2,777
21797,2024,3,828
21797,2024,4,869
21797,2025,1,917
21797,2025,2,955
21797,2025,3,1008
21797,2025,4,1043
21798,2020,3,12
21798,2020,4,12
21798,2021,1,13
21798,2021,2,15
21798,2021,3,15
21798,2021,4,15
21798,2022,1,23
21798,2022,2,25
21798,2022,3,26
21798,2022,4,31
21798,2023,1,40
21798,2023,2,50
21798,2023,3,61
21798,2023,4,63
21798,2024,1,69
21798,2024,2,76
21798,2024,3,87
21798,2024,4,92
21798,2025,1,100
21798,2025,2,103
21798,2025,3,105
21798,2025,4,109
21801,2020,3,197
21801,2020,4,205
21801,2021,1,213
21801,2021,2,225
21801,2021,3,246
21801,2021,4,279
21801,2022,1,294
21801,2022,2,317
21801,2022,3,352
21801,2022,4,375
21801,2023,1,397
21801,2023,2,443
21801,2023,3,505
21801,2023,4,543
21801,2024,1,581
21801,2024,2,635
21801,2024,3,732
21801,2024,4,810
21801,2025,1,915
21801,2025,2,991
21801,2025,3,1074
21801,2025,4,1136
21804,2020,3,126
21804,2020,4,142
21804,2021,1,150
21804,2021,2,164
21804,2021,3,175
21804,2021,4,195
21804,2022,1,209
21804,2022,2,222
21804,2022,3,237
21804,2022,4,273
21804,2023,1,304
21804,2023,2,323
21804,2023,3,368
21804,2023,4,410
21804,2024,1,441
21804,2024,2,503
21804,2024,3,595
21804,2024,4,626
21804,2025,1,641
21804,2025,2,670
21804,2025,3,691
21804,2025,4,705
21811,2020,3,148
21811,2020,4,170
21811,2021,1,186
21811,2021,2,195
21811,2021,3,198
21811,2021,4,199
21811,2022,1,236
21811,2022,2,289
21811,2022,3,347
21811,2022,4,398
21811,2023,1,465
21811,2023,2,505
21811,2023,3,545
21811,2023,4,606
21811,2024,1,650
21811,2024,2,692
21811,2024,3,784
21811,2024,4,841
21811,2025,1,882
21811,2025,2,933
21811,2025,3,995
21811,2025,4,1019
21813,2020,3,31
21813,2020,4,33
21813,2021,1,35
21813,2021,2,42
21813,2021,3,43
21813,2021,4,55
21813,2022,1,53
21813,2022,2,54
21813,2022,3,57
21813,2022,4,63
21813,2023,1,68
21813,2023,2,73
21813,2023,3,79
21813,2023,4,80
21813,2024,1,90
21813,2024,2,87
21813,2024,3,94
21813,2024,4,100
21813,2025,1,102
21813,2025,2,111
21813,2025,3,119
21813,2025,4,123
21814,2020,3,6
21814,2020,4,4
21814,2021,1,3
21814,2021,2,3
21814,2021,3,3
21814,2021,4,3
21814,2022,1,3
21814,2022,2,3
21814,2022,3,3
21814,2022,4,3
21814,2023,1,3
21814,2024,3,3
21814,2024,4,3
21814,2025,1,1
21814,2025,3,4
21814,2025,4,9
21817,2020,3,9
21817,2020,4,9
21817,2021,1,12
21817,2021,2,13
21817,2021,3,16
21817,2021,4,19
21817,2022,1,23
21817,2022,2,24
21817,2022,3,24
21817,2022,4,25
21817,2023,1,27
21817,2023,2,28
21817,2023,3,32
21817,2023,4,31
21817,2024,1,33
21817,2024,2,36
21817,2024,3,41
21817,2024,4,43
21817,2025,1,47
21817,2025,2,49
21817,2025,3,58
21817,2025,4,60
21821,2020,3,3
21821,2020,4,3
21821,2021,1,3
21821,2021,2,3
21821,2021,3,5
21821,2021,4,6
21821,2022,1,6
21821,2022,2,6
21821,2022,3,6
21821,2022,4,6
21821,2023,1,6
21821,2023,2,6
21821,2023,3,6
21821,2023,4,6
21821,2024,1,4
21821,2024,2,6
21821,2024,3,6
21821,2024,4,6
21821,2025,1,5
21821,2025,2,3
21821,2025,3,7
21821,2025,4,10
21822,2020,3,15
21822,2020,4,15
21822,2021,1,16
21822,2021,2,21
21822,2021,3,24
21822,2021,4,24
21822,2022,1,25
21822,2022,2,25
21822,2022,3,24
21822,2022,4,20
21822,2023,1,18
21822,2023,2,18
21822,2023,3,18
21822,2023,4,19
21822,2024,1,24
21822,2024,2,28
21822,2024,3,38
21822,2024,4,41
21822,2025,1,46
21822,2025,2,56
21822,2025,3,55
21822,2025,4,56
21824,2020,3,1
21824,2020,4,3
21824,2021,1,3
21824,2021,2,3
21824,2021,3,3
21824,2021,4,1
21826,2020,3,7
21826,2020,4,12
21826,2021,1,20
21826,2021,2,22
21826,2021,3,26
21826,2021,4,25
21826,2022,1,29
21826,2022,2,35
21826,2022,3,36
21826,2022,4,49
21826,2023,1,51
21826,2023,2,53
21826,2023,3,43
21826,2023,4,41
21826,2024,1,46
21826,2024,2,58
21826,2024,3,68
21826,2024,4,84
21826,2025,1,101
21826,2025,2,121
21826,2025,3,137
21826,2025,4,149
21829,2020,3,2
21829,2020,4,3
21829,2021,1,2
21829,2022,4,2
21829,2023,1,3
21829,2023,2,3
21829,2023,3,3
21829,2023,4,3
21829,2024,1,4
21829,2024,2,6
21829,2024,3,3
21829,2024,4,3
21829,2025,1,3
21829,2025,2,4
21829,2025,3,6
21829,2025,4,6
21830,2020,3,18
21830,2020,4,18
21830,2021,1,18
21830,2021,2,22
21830,2021,3,30
21830,2021,4,30
21830,2022,1,30
21830,2022,2,37
21830,2022,3,39
21830,2022,4,45
21830,2023,1,46
21830,2023,2,52
21830,2023,3,62
21830,2023,4,60
21830,2024,1,62
21830,2024,2,71
21830,2024,3,75
21830,2024,4,79
21830,2025,1,77
21830,2025,2,88
21830,2025,3,88
21830,2025,4,95
21837,2020,3,5
21837,2020,4,6
21837,2021,1,9
21837,2021,2,13
21837,2021,3,15
21837,2021,4,12
21837,2022,1,13
21837,2022,2,13
21837,2022,3,13
21837,2022,4,14
21837,2023,1,15
21837,2023,2,20
21837,2023,3,21
21837,2023,4,22
21837,2024,1,24
21837,2024,2,34
21837,2024,3,41
21837,2024,4,42
21837,2025,1,41
21837,2025,2,42
21837,2025,3,44
21837,2025,4,55
21838,2020,3,5
21838,2020,4,6
21838,2021,1,6
21838,2021,2,7
21838,2021,3,5
21838,2021,4,3
21838,2022,1,5
21838,2022,2,6
21838,2022,3,6
21838,2022,4,8
21838,2023,1,9
21838,2023,2,12
21838,2023,3,16
21838,2023,4,18
21838,2024,1,18
21838,2024,2,18
21838,2024,3,18
21838,2024,4,20
21838,2025,1,21
21838,2025,2,21
21838,2025,3,25
21838,2025,4,27
21840,2020,3,3
21840,2020,4,3
21840,2021,1,3
21840,2021,2,4
21840,2021,3,6
21840,2021,4,6
21840,2022,1,6
21840,2022,2,7
21840,2022,3,9
21840,2022,4,9
21840,2023,1,9
21840,2023,2,9
21840,2023,3,9
21840,2023,4,8
21840,2024,1,7
21840,2024,2,12
21840,2024,3,12
21840,2024,4,12
21840,2025,1,10
21840,2025,2,12
21840,2025,3,11
21840,2025,4,9
21841,2020,4,3
21841,2022,1,3
21841,2022,2,3
21841,2022,3,3
21841,2022,4,4
21841,2023,1,6
21841,2023,2,6
21841,2023,3,7
21841,2023,4,11
21841,2024,1,12
21841,2024,2,12
21841,2024,3,14
21841,2024,4,12
21841,2025,1,11
21841,2025,2,12
21841,2025,3,12
21841,2025,4,12
21842,2020,3,91
21842,2020,4,94
21842,2021,1,104
21842,2021,2,112
21842,2021,3,131
21842,2021,4,145
21842,2022,1,158
21842,2022,2,163
21842,2022,3,183
21842,2022,4,203
21842,2023,1,225
21842,2023,2,288
21842,2023,3,367
21842,2023,4,418
21842,2024,1,472
21842,2024,2,544
21842,2024,3,597
21842,2024,4,579
21842,2025,1,531
21842,2025,2,549
21842,2025,3,536
21842,2025,4,582
21843,2023,4,1
21843,2024,1,3
21843,2024,2,3
21843,2024,3,2
21843,2025,4,2
21849,2020,3,9
21849,2020,4,12
21849,2021,1,12
21849,2021,2,12
21849,2021,3,9
21849,2021,4,9
21849,2022,1,10
21849,2022,2,9
21849,2022,3,10
21849,2022,4,9
21849,2023,1,14
21849,2023,2,15
21849,2023,3,15
21849,2023,4,16
21849,2024,1,21
21849,2024,2,24
21849,2024,3,33
21849,2024,4,36
21849,2025,1,38
21849,2025,2,53
21849,2025,3,56
21849,2025,4,52
21850,2020,3,3
21850,2020,4,2
21850,2021,1,2
21850,2021,2,7
21850,2021,3,9
21850,2021,4,9
21850,2022,1,10
21850,2022,2,17
21850,2022,3,21
21850,2022,4,19
21850,2023,1,19
21850,2023,2,20
21850,2023,3,22
21850,2023,4,22
21850,2024,1,22
21850,2024,2,23
21850,2024,3,40
21850,2024,4,38
21850,2025,1,42
21850,2025,2,43
21850,2025,3,45
21850,2025,4,51
21851,2020,3,18
21851,2020,4,19
21851,2021,1,23
21851,2021,2,25
21851,2021,3,25
21851,2021,4,27
21851,2022,1,28
21851,2022,2,36
21851,2022,3,38
21851,2022,4,43
21851,2023,1,56
21851,2023,2,63
21851,2023,3,63
21851,2023,4,67
21851,2024,1,69
21851,2024,2,66
21851,2024,3,63
21851,2024,4,65
21851,2025,1,70
21851,2025,2,78
21851,2025,3,96
21851,2025,4,94
21853,2020,3,6
21853,2020,4,6
21853,2021,1,8
21853,2021,2,14
21853,2021,3,17
21853,2021,4,18
21853,2022,1,20
21853,2022,2,27
21853,2022,3,28
21853,2022,4,27
21853,2023,1,28
21853,2023,2,36
21853,2023,3,41
21853,2023,4,51
21853,2024,1,64
21853,2024,2,85
21853,2024,3,97
21853,2024,4,96
21853,2025,1,105
21853,2025,2,108
21853,2025,3,109
21853,2025,4,121
21856,2022,1,3
21856,2022,2,5
21856,2022,3,6
21856,2022,4,6
21856,2023,1,8
21856,2023,2,6
21856,2023,3,9
21856,2023,4,9
21856,2024,1,11
21856,2024,2,13
21856,2024,3,17
21856,2024,4,19
21856,2025,1,21
21856,2025,2,19
21856,2025,3,16
21856,2025,4,19
21861,2024,3,1
21861,2024,4,3
21861,2025,1,3
21861,2025,2,5
21861,2025,3,9
21861,2025,4,10
21862,2020,3,3
21862,2020,4,3
21862,2021,1,3
21862,2021,2,3
21862,2021,3,3
21862,2021,4,3
21862,2022,1,3
21862,2022,2,3
21863,2020,3,20
21863,2020,4,25
21863,2021,1,29
21863,2021,2,26
21863,2021,3,29
21863,2021,4,31
21863,2022,1,31
21863,2022,2,46
21863,2022,3,57
21863,2022,4,71
21863,2023,1,76
21863,2023,2,75
21863,2023,3,79
21863,2023,4,85
21863,2024,1,89
21863,2024,2,94
21863,2024,3,96
21863,2024,4,104
21863,2025,1,108
21863,2025,2,112
21863,2025,3,112
21863,2025,4,102
21864,2024,3,9
21864,2024,4,9
21864,2025,1,9
21864,2025,2,12
21864,2025,3,12
21864,2025,4,12
21865,2020,3,3
21865,2020,4,6
21865,2021,1,6
21865,2021,2,6
21865,2021,3,6
21865,2021,4,5
21865,2022,1,3
21865,2022,2,3
21865,2022,3,3
21865,2022,4,3
21865,2023,1,3
21865,2023,2,4
21865,2023,3,6
21865,2023,4,6
21865,2024,1,7
21865,2024,2,10
21865,2024,3,11
21865,2024,4,12
21865,2025,1,14
21865,2025,2,12
21865,2025,3,12
21865,2025,4,10
21869,2020,3,3
21869,2020,4,3
21869,2021,1,3
21869,2021,2,5
21869,2021,3,6
21869,2021,4,6
21869,2022,1,9
21869,2022,2,9
21869,2022,3,9
21869,2022,4,9
21869,2023,1,9
21869,2023,2,9
21869,2023,3,10
21869,2023,4,15
21869,2024,1,15
21869,2024,2,18
21869,2024,3,16
21869,2024,4,15
21869,2025,1,22
21869,2025,2,24
21869,2025,3,26
21869,2025,4,27
21871,2020,3,6
21871,2020,4,6
21871,2021,1,6
21871,2021,2,3
21871,2021,3,3
21871,2021,4,3
21871,2022,1,1
21871,2022,2,3
21871,2022,3,3
21871,2022,4,3
21871,2023,1,6
21871,2023,2,7
21871,2023,3,11
21871,2023,4,15
21871,2024,1,15
21871,2024,2,18
21871,2024,3,21
21871,2024,4,19
21871,2025,1,20
21871,2025,2,21
21871,2025,3,24
21871,2025,4,23
21872,2021,3,3
21872,2021,4,3
21872,2022,1,4
21872,2022,2,6
21872,2022,3,6
21872,2022,4,9
21872,2023,1,12
21872,2023,2,12
21872,2023,3,12
21872,2023,4,12
21872,2024,1,12
21872,2024,2,12
21872,2024,3,18
21872,2024,4,16
21872,2025,1,22
21872,2025,2,23
21872,2025,3,22
21872,2025,4,22
21874,2020,3,3
21874,2020,4,3
21874,2021,1,3
21874,2021,2,3
21874,2021,3,6
21874,2021,4,6
21874,2022,1,7
21874,2022,2,9
21874,2022,3,9
21874,2022,4,10
21874,2023,1,6
21874,2023,2,6
21874,2023,3,9
21874,2023,4,9
21874,2024,1,11
21874,2024,2,13
21874,2024,3,12
21874,2024,4,12
21874,2025,1,12
21874,2025,2,13
21874,2025,3,15
21874,2025,4,17
21875,2020,3,39
21875,2020,4,43
21875,2021,1,50
21875,2021,2,60
21875,2021,3,65
21875,2021,4,68
21875,2022,1,76
21875,2022,2,87
21875,2022,3,91
21875,2022,4,108
21875,2023,1,128
21875,2023,2,151
21875,2023,3,152
21875,2023,4,153
21875,2024,1,173
21875,2024,2,204
21875,2024,3,237
21875,2024,4,243
21875,2025,1,253
21875,2025,2,261
21875,2025,3,279
21875,2025,4,291
21901,2020,3,105
21901,2020,4,114
21901,2021,1,122
21901,2021,2,137
21901,2021,3,160
21901,2021,4,168
21901,2022,1,196
21901,2022,2,217
21901,2022,3,226
21901,2022,4,251
21901,2023,1,285
21901,2023,2,307
21901,2023,3,323
21901,2023,4,340
21901,2024,1,373
21901,2024,2,412
21901,2024,3,460
21901,2024,4,506
21901,2025,1,546
21901,2025,2,570
21901,2025,3,578
21901,2025,4,616
21903,2020,3,24
21903,2020,4,27
21903,2021,1,34
21903,2021,2,40
21903,2021,3,51
21903,2021,4,57
21903,2022,1,61
21903,2022,2,62
21903,2022,3,66
21903,2022,4,72
21903,2023,1,73
21903,2023,2,74
21903,2023,3,85
21903,2023,4,91
21903,2024,1,94
21903,2024,2,104
21903,2024,3,113
21903,2024,4,119
21903,2025,1,132
21903,2025,2,130
21903,2025,3,135
21903,2025,4,132
21904,2020,3,42
21904,2020,4,51
21904,2021,1,55
21904,2021,2,58
21904,2021,3,65
21904,2021,4,65
21904,2022,1,67
21904,2022,2,72
21904,2022,3,71
21904,2022,4,84
21904,2023,1,93
21904,2023,2,93
21904,2023,3,103
21904,2023,4,112
21904,2024,1,124
21904,2024,2,132
21904,2024,3,141
21904,2024,4,145
21904,2025,1,151
21904,2025,2,156
21904,2025,3,167
21904,2025,4,181
21911,2020,3,38
21911,2020,4,45
21911,2021,1,53
21911,2021,2,58
21911,2021,3,59
21911,2021,4,55
21911,2022,1,66
21911,2022,2,80
21911,2022,3,80
21911,2022,4,91
21911,2023,1,106
21911,2023,2,107
21911,2023,3,119
21911,2023,4,124
21911,2024,1,140
21911,2024,2,150
21911,2024,3,167
21911,2024,4,167
21911,2025,1,177
21911,2025,2,201
21911,2025,3,202
21911,2025,4,200
21912,2020,3,6
21912,2020,4,8
21912,2021,1,9
21912,2021,2,9
21912,2021,3,9
21912,2021,4,13
21912,2022,1,17
21912,2022,2,18
21912,2022,3,24
21912,2022,4,26
21912,2023,1,34
21912,2023,2,35
21912,2023,3,36
21912,2023,4,40
21912,2024,1,43
21912,2024,2,40
21912,2024,3,38
21912,2024,4,46
21912,2025,1,47
21912,2025,2,50
21912,2025,3,48
21912,2025,4,54
21913,2020,3,9
21913,2020,4,9
21913,2021,1,9
21913,2021,2,9
21913,2021,3,9
21913,2021,4,9
21913,2022,1,9
21913,2022,2,9
21913,2022,3,9
21913,2022,4,6
21913,2023,1,6
21913,2023,2,6
21913,2023,3,6
21913,2023,4,8
21913,2024,1,9
21913,2024,2,10
21913,2024,3,11
21913,2024,4,12
21913,2025,1,12
21913,2025,2,12
21913,2025,3,12
21913,2025,4,15
21914,2020,3,9
21914,2020,4,9
21914,2021,1,12
21914,2021,2,12
21914,2021,3,7
21914,2021,4,6
21914,2022,1,6
21914,2022,2,6
21914,2022,3,6
21914,2022,4,10
21914,2023,1,12
21914,2023,2,13
21914,2023,3,15
21914,2023,4,15
21914,2024,1,14
21914,2024,2,16
21914,2024,3,19
21914,2024,4,25
21914,2025,1,25
21914,2025,2,34
21914,2025,3,36
21914,2025,4,35
21915,2020,3,30
21915,2020,4,32
21915,2021,1,31
21915,2021,2,32
21915,2021,3,33
21915,2021,4,40
21915,2022,1,46
21915,2022,2,46
21915,2022,3,52
21915,2022,4,54
21915,2023,1,52
21915,2023,2,60
21915,2023,3,67
21915,2023,4,83
21915,2024,1,89
21915,2024,2,95
21915,2024,3,99
21915,2024,4,101
21915,2025,1,106
21915,2025,2,110
21915,2025,3,111
21915,2025,4,112
21917,2020,3,20
21917,2020,4,21
21917,2021,1,21
21917,2021,2,29
21917,2021,3,38
21917,2021,4,44
21917,2022,1,42
21917,2022,2,43
21917,2022,3,37
21917,2022,4,33
21917,2023,1,35
21917,2023,2,39
21917,2023,3,48
21917,2023,4,53
21917,2024,1,51
21917,2024,2,52
21917,2024,3,55
21917,2024,4,62
21917,2025,1,68
21917,2025,2,74
21917,2025,3,77
21917,2025,4,79
21918,2020,3,6
21918,2020,4,6
21918,2021,1,9
21918,2021,2,11
21918,2021,3,9
21918,2021,4,7
21918,2022,1,10
21918,2022,2,19
21918,2022,3,24
21918,2022,4,24
21918,2023,1,27
21918,2023,2,28
21918,2023,3,34
21918,2023,4,39
21918,2024,1,44
21918,2024,2,53
21918,2024,3,61
21918,2024,4,62
21918,2025,1,67
21918,2025,2,70
21918,2025,3,69
21918,2025,4,71
21919,2020,3,16
21919,2020,4,18
21919,2021,1,21
21919,2021,2,24
21919,2021,3,27
21919,2021,4,28
21919,2022,1,33
21919,2022,2,38
21919,2022,3,40
21919,2022,4,46
21919,2023,1,48
21919,2023,2,50
21919,2023,3,60
21919,2023,4,66
21919,2024,1,67
21919,2024,2,72
21919,2024,3,76
21919,2024,4,83
21919,2025,1,96
21919,2025,2,104
21919,2025,3,107
21919,2025,4,109
21921,2020,3,175
21921,2020,4,193
21921,2021,1,210
21921,2021,2,225
21921,2021,3,267
21921,2021,4,304
21921,2022,1,336
21921,2022,2,372
21921,2022,3,409
21921,2022,4,435
21921,2023,1,469
21921,2023,2,521
21921,2023,3,577
21921,2023,4,636
21921,2024,1,677
21921,2024,2,763
21921,2024,3,866
21921,2024,4,967
21921,2025,1,1053
21921,2025,2,1159
21921,2025,3,1239
21921,2025,4,1303
21930,2021,3,1
21930,2021,4,3
21930,2022,1,3
21930,2022,2,3
21930,2022,3,3
21930,2022,4,3
21930,2023,1,3
21930,2023,2,3
21930,2023,3,6
21930,2023,4,7
21930,2024,1,9
21930,2024,2,9
21930,2024,3,9
21930,2024,4,9
21930,2025,1,9
21930,2025,2,9
21930,2025,3,9
21930,2025,4,9
22003,2022,2,9
22003,2022,3,12
22003,2022,4,14
22003,2023,1,19
22003,2023,2,20
22003,2023,3,28
22003,2023,4,28
22003,2024,1,34
22003,2024,2,48
22003,2024,3,30
22003,2024,4,39
22003,2025,1,33
22003,2025,2,40
22003,2025,3,56
22003,2025,4,39
22009,2024,3,1
22009,2024,4,1
22015,2022,2,9
22015,2022,3,18
22015,2022,4,8
22015,2023,1,12
22015,2023,2,23
22015,2023,3,16
22015,2023,4,25
22015,2024,1,25
22015,2024,2,26
22015,2024,3,20
22015,2024,4,28
22015,2025,1,28
22015,2025,2,37
22015,2025,3,28
22015,2025,4,23
22025,2022,3,4
22025,2022,4,3
22025,2023,1,3
22025,2023,2,2
22025,2023,3,1
22025,2024,1,4
22025,2024,2,6
22025,2024,3,2
22025,2024,4,10
22025,2025,1,8
22025,2025,2,8
22025,2025,3,10
22025,2025,4,3
22026,2022,2,3
22026,2022,3,5
