zip_code,year,quarter,ev_registrations
19125,2024,4,2
19125,2025,1,2
19126,2024,4,1
19126,2025,1,1
19127,2024,1,1
19127,2024,2,3
19127,2025,2,2
19127,2025,4,1
19128,2022,3,3
19128,2022,4,1
19128,2023,3,1
19128,2023,4,1
19128,2024,2,1
19128,2024,3,2
19128,2024,4,1
19128,2025,1,1
19128,2025,2,1
19128,2025,3,1
19129,2023,3,2
19129,2024,1,1
19129,2024,2,1
19130,2022,2,1
19130,2022,3,2
19130,2023,1,1
19130,2023,2,2
19130,2023,3,1
19130,2023,4,1
19130,2024,1,1
19130,2024,4,1
19130,2025,1,2
19130,2025,2,1
19130,2025,3,5
19131,2022,2,1
19131,2023,3,1
19131,2025,1,1
19131,2025,2,1
19132,2024,4,1
19132,2025,1,1
19134,2023,2,1
19134,2023,3,1
19134,2024,2,2
19137,2023,2,1
19139,2022,2,1
19139,2022,3,2
19139,2023,2,1
19139,2023,3,1
19139,2024,3,1
19139,2024,4,1
19139,2025,1,1
19139,2025,4,1
19140,2025,4,1
19142,2025,2,1
19142,2025,3,1
19143,2023,3,3
19143,2023,4,1
19143,2024,1,1
19143,2024,2,2
19143,2024,4,1
19143,2025,1,3
19143,2025,3,2
19143,2025,4,1
19144,2022,2,1
19144,2022,3,1
19144,2024,3,2
19144,2024,4,1
19144,2025,1,1
19144,2025,2,2
19144,2025,3,2
19145,2025,4,1
19146,2022,2,4
19146,2022,3,2
19146,2023,1,2
19146,2023,4,2
19146,2024,2,6
19146,2024,3,2
19146,2024,4,4
19146,2025,2,4
19146,2025,3,4
19146,2025,4,2
19147,2023,1,2
19147,2023,2,6
19147,2023,3,1
19147,2024,2,4
19147,2024,3,3
19147,2024,4,3
19147,2025,1,2
19147,2025,2,2
19147,2025,3,3
19147,2025,4,2
19148,2023,2,1
19148,2023,3,1
19148,2023,4,2
19148,2024,2,2
19148,2025,2,4
19149,2023,4,1
19149,2024,1,2
19149,2024,2,1
19149,2024,3,3
19149,2025,3,1
19149,2025,4,1
19150,2022,4,2
19150,2023,1,2
19150,2024,3,1
19150,2024,4,1
19150,2025,4,2
19151,2022,4,2
19151,2023,2,1
19151,2023,3,1
19151,2023,4,3
19151,2024,4,1
19151,2025,1,1
19151,2025,3,2
19152,2022,4,2
19152,2024,2,2
19152,2024,4,1
19152,2025,1,1
19153,2025,3,1
19153,2025,4,1
19154,2022,4,1
19154,2025,4,2
19301,2024,2,4
19310,2024,4,2
19310,2025,2,2
19311,2023,3,1
19311,2023,4,2
19311,2024,1,1
19311,2024,2,1
19311,2024,3,1
19311,2024,4,2
19311,2025,2,2
19311,2025,3,4
19311,2025,4,2
19312,2022,2,2
19312,2022,3,2
19312,2024,2,3
19312,2024,3,2
19312,2024,4,3
19312,2025,1,3
19312,2025,2,1
19312,2025,3,2
19317,2022,2,2
19317,2022,3,3
19317,2022,4,3
19317,2023,1,4
19317,2023,2,2
19317,2024,1,4
19317,2024,2,3
19317,2024,4,2
19317,2025,1,3
19317,2025,2,3
19320,2022,2,3
19320,2022,3,3
19320,2022,4,3
19320,2023,1,2
19320,2023,2,3
19320,2023,3,4
19320,2023,4,1
19320,2024,1,1
19320,2024,2,1
19320,2024,3,5
19320,2024,4,7
19320,2025,1,5
19320,2025,3,1
19320,2025,4,2
19330,2022,3,1
19330,2022,4,1
19330,2023,4,1
19330,2024,1,1
19330,2025,2,2
19330,2025,3,2
19333,2022,3,2
19333,2023,3,2
19333,2024,3,1
19333,2024,4,1
19333,2025,3,1
19333,2025,4,1
19335,2022,2,2
19335,2022,3,3
19335,2023,1,5
19335,2023,2,2
19335,2023,3,5
19335,2023,4,5
19335,2024,1,9
19335,2024,2,6
19335,2024,3,4
19335,2024,4,12
19335,2025,1,6
19335,2025,2,2
19335,2025,3,2
19335,2025,4,6
19341,2022,2,1
19341,2022,3,1
19341,2023,3,7
19341,2023,4,3
19341,2024,1,1
19341,2024,2,2
19341,2024,3,2
19341,2024,4,1
19341,2025,1,5
19341,2025,2,2
19341,2025,3,2
19341,2025,4,4
19342,2023,1,3
19342,2023,2,2
19342,2023,4,2
19342,2024,1,1
19342,2024,2,4
19342,2024,3,1
19342,2024,4,3
19342,2025,1,3
19342,2025,2,2
19342,2025,3,5
19342,2025,4,2
19343,2024,2,2
19343,2024,3,2
19343,2024,4,1
19343,2025,3,2
19344,2022,3,1
19344,2022,4,1
19344,2023,1,1
19344,2023,2,1
19344,2024,2,2
19344,2025,1,2
19344,2025,3,1
19344,2025,4,1
19348,2022,3,3
19348,2022,4,2
19348,2023,1,2
19348,2023,2,3
19348,2023,3,5
19348,2023,4,1
19348,2024,1,1
19348,2024,2,1
19348,2024,3,1
19348,2024,4,3
19348,2025,1,4
19348,2025,2,10
19348,2025,3,7
19348,2025,4,3
19350,2022,2,1
19350,2022,3,3
19350,2022,4,4
19350,2023,3,2
19350,2024,1,4
19350,2024,2,2
19350,2024,3,2
19350,2024,4,1
19350,2025,1,3
19350,2025,3,1
19350,2025,4,3
19352,2022,4,2
19352,2023,1,3
19352,2023,2,2
19352,2023,3,1
19352,2023,4,3
19352,2024,2,2
19352,2024,4,2
19352,2025,1,1
19352,2025,2,8
19352,2025,3,4
19352,2025,4,5
19355,2022,2,1
19355,2023,4,1
19355,2024,1,3
19355,2024,2,2
19355,2024,3,4
19355,2024,4,2
19355,2025,1,4
19355,2025,2,2
19355,2025,3,9
19355,2025,4,2
19362,2022,2,1
19362,2022,3,1
19362,2022,4,2
19362,2024,2,2
19362,2025,2,2
19363,2022,2,1
19363,2022,3,1
19363,2022,4,1
19363,2023,1,1
19363,2023,2,2
19363,2023,3,1
19363,2023,4,2
19363,2024,1,3
19363,2024,2,3
19363,2024,3,1
19363,2024,4,4
19363,2025,1,5
19363,2025,2,5
19363,2025,3,3
19365,2024,4,2
19365,2025,1,1
19365,2025,2,1
19372,2025,1,1
19372,2025,2,1
19373,2022,4,1
19373,2023,1,1
19373,2023,4,1
19373,2024,1,1
19380,2022,2,1
19380,2022,3,2
19380,2022,4,1
19380,2023,3,2
19380,2023,4,1
19380,2024,2,1
19380,2024,3,2
19380,2024,4,4
19380,2025,1,4
19380,2025,3,3
19380,2025,4,1
19382,2022,3,5
19382,2022,4,4
19382,2023,1,2
19382,2023,2,4
19382,2023,3,2
19382,2023,4,3
19382,2024,1,7
19382,2024,2,4
19382,2024,3,6
19382,2024,4,1
19382,2025,1,3
19382,2025,2,3
19382,2025,3,3
19382,2025,4,5
19390,2022,3,3
19390,2022,4,1
19390,2023,1,3
19390,2023,2,2
19390,2023,3,1
19390,2024,1,1
19390,2024,2,6
19390,2024,3,1
19390,2024,4,2
19390,2025,1,4
19399,2023,3,1
19399,2023,4,1
19401,2022,4,8
19401,2023,1,1
19401,2023,2,1
19401,2023,3,1
19401,2023,4,1
19401,2024,1,1
19401,2025,1,2
19401,2025,2,2
19401,2025,3,6
19403,2022,2,1
19403,2022,3,1
19403,2024,1,4
19403,2024,2,4
19403,2025,1,4
19403,2025,2,2
19403,2025,3,3
19406,2022,2,1
19406,2022,3,2
19406,2023,4,1
19406,2024,1,3
19406,2024,2,5
19406,2024,3,4
19406,2024,4,2
19406,2025,1,7
19406,2025,2,7
19406,2025,3,11
19406,2025,4,1
19422,2023,3,2
19422,2024,2,4
19422,2024,3,2
19422,2024,4,1
19422,2025,1,1
19422,2025,3,3
19422,2025,4,2
19425,2022,3,2
19425,2022,4,1
19425,2023,1,4
19425,2023,2,2
19425,2023,3,2
19425,2023,4,9
19425,2024,1,5
19425,2024,2,2
19425,2024,3,1
19425,2024,4,1
19425,2025,1,3
19425,2025,2,4
19425,2025,3,1
19425,2025,4,3
19426,2022,4,1
19426,2023,4,1
19426,2024,1,1
19426,2024,2,1
19426,2024,3,1
19426,2024,4,2
19428,2023,3,2
19428,2024,2,4
19428,2024,3,2
19428,2024,4,1
19428,2025,1,2
19428,2025,2,3
19428,2025,3,1
19437,2025,1,3
19438,2022,2,1
19438,2022,3,1
19438,2023,1,1
19438,2023,2,2
19438,2023,4,1
19438,2024,1,1
19438,2025,1,4
19438,2025,2,1
19438,2025,3,6
19438,2025,4,2
19440,2025,2,3
19444,2023,3,2
19446,2022,4,1
19446,2023,3,3
19446,2023,4,4
19446,2024,1,2
19446,2024,2,5
19446,2024,3,1
19446,2024,4,2
19446,2025,1,6
19446,2025,2,3
19446,2025,3,2
19446,2025,4,3
19454,2022,3,2
19454,2023,2,4
19454,2023,3,1
19454,2023,4,1
19454,2024,1,1
19454,2024,2,3
19456,2022,3,3
19460,2022,2,1
19460,2022,3,3
19460,2023,2,2
19460,2023,3,3
19460,2023,4,2
19460,2024,1,4
19460,2024,3,6
19460,2024,4,4
19460,2025,1,6
19460,2025,2,1
19460,2025,3,4
19460,2025,4,4
19462,2023,2,3
19462,2024,4,2
19462,2025,2,3
19462,2025,3,1
19464,2022,3,2
19464,2023,1,1
19464,2023,2,1
19464,2023,3,1
19464,2023,4,1
19464,2024,2,2
19464,2024,3,1
19464,2024,4,3
19464,2025,4,2
19465,2022,3,2
19465,2023,4,1
19465,2024,1,1
19465,2024,3,2
19465,2025,3,2
19468,2024,1,1
19468,2024,2,1
19468,2024,4,2
19468,2025,2,1
19468,2025,3,3
19470,2022,2,1
19470,2022,3,1
19472,2025,2,1
19472,2025,3,1
19473,2023,2,2
19473,2024,2,2
19473,2024,3,1
19473,2024,4,2
19473,2025,2,1
19473,2025,3,3
19473,2025,4,2
19475,2022,4,1
19475,2023,1,2
19475,2025,3,1
19475,2025,4,1
19504,2025,2,1
19504,2025,3,2
19504,2025,4,1
19505,2023,1,1
19505,2023,2,1
19506,2024,3,2
19506,2025,4,1
19508,2022,4,1
19508,2023,1,1
19510,2022,3,2
19510,2024,4,2
19510,2025,2,2
19512,2023,1,2
19512,2023,3,1
19512,2023,4,1
19512,2024,1,2
19512,2025,1,1
19512,2025,2,3
19518,2022,3,2
19518,2022,4,1
19518,2023,2,1
19518,2024,2,1
19518,2024,3,1
19520,2022,2,1
19520,2022,4,1
19520,2023,1,1
19522,2024,3,2
19522,2025,2,2
19525,2023,2,1
19525,2023,3,1
19525,2024,4,1
19525,2025,1,1
19525,2025,3,2
19530,2022,3,2
19540,2024,2,2
19540,2024,3,1
19540,2024,4,2
19541,2022,3,2
19547,2022,2,1
19551,2022,3,1
19551,2022,4,1
19555,2024,3,1
19555,2024,4,1
19562,2023,3,1
19562,2023,4,1
19565,2022,3,2
19565,2023,4,4
19565,2025,1,2
19565,2025,2,2
19565,2025,3,2
19601,2022,2,1
19601,2023,1,1
19601,2023,2,1
19601,2024,1,1
19601,2024,2,1
19601,2025,3,2
19601,2025,4,1
19604,2023,2,1
19604,2024,3,1
19604,2024,4,1
19605,2022,4,1
19605,2023,1,1
19605,2023,2,2
19605,2024,2,2
19605,2025,4,2
19606,2023,1,1
19606,2023,2,1
19606,2023,4,2
19606,2024,1,1
19606,2024,2,2
19606,2025,1,1
19606,2025,2,1
19606,2025,3,1
19606,2025,4,1
19608,2022,3,2
19608,2023,2,2
19608,2024,1,2
19608,2024,3,3
19608,2024,4,1
19608,2025,1,2
19608,2025,2,3
19608,2025,3,6
19608,2025,4,4
19609,2024,1,1
19609,2024,2,1
19610,2024,1,1
19610,2024,2,2
19610,2025,1,5
19610,2025,3,3
19610,2025,4,2
19611,2024,4,2
19701,2022,2,7
19701,2022,3,9
19701,2022,4,10
19701,2023,1,12
19701,2023,2,21
19701,2023,3,16
19701,2023,4,17
19701,2024,1,28
19701,2024,2,11
19701,2024,3,13
19701,2024,4,22
19701,2025,1,33
19701,2025,2,22
19701,2025,3,28
19701,2025,4,19
19702,2022,2,3
19702,2022,3,17
19702,2022,4,15
19702,2023,1,13
19702,2023,2,13
19702,2023,3,16
19702,2023,4,23
19702,2024,1,22
19702,2024,2,30
19702,2024,3,13
19702,2024,4,23
19702,2025,1,13
19702,2025,2,24
19702,2025,3,43
19702,2025,4,21
19703,2022,2,1
19703,2022,3,1
19703,2022,4,2
19703,2023,1,2
19703,2023,2,2
19703,2024,1,1
19703,2024,2,4
19703,2024,3,1
19703,2024,4,3
19703,2025,1,6
19703,2025,2,3
19703,2025,3,7
19703,2025,4,1
19706,2022,3,2
19706,2022,4,1
19706,2024,1,2
19706,2024,2,2
19706,2025,3,1
19706,2025,4,3
19707,2022,2,3
19707,2022,3,2
19707,2022,4,2
19707,2023,1,8
19707,2023,2,8
19707,2023,3,7
19707,2023,4,9
19707,2024,1,12
19707,2024,2,7
19707,2024,3,5
19707,2024,4,9
19707,2025,1,11
19707,2025,2,14
19707,2025,3,11
19707,2025,4,8
19708,2024,1,1
19708,2025,4,1
19709,2022,2,14
19709,2022,3,24
19709,2022,4,20
19709,2023,1,34
19709,2023,2,19
19709,2023,3,27
19709,2023,4,35
19709,2024,1,66
19709,2024,2,63
19709,2024,3,49
19709,2024,4,42
19709,2025,1,52
19709,2025,2,62
19709,2025,3,62
19709,2025,4,40
19711,2022,2,4
19711,2022,3,17
19711,2022,4,2
19711,2023,1,11
19711,2023,2,5
19711,2023,3,16
19711,2023,4,20
19711,2024,1,27
19711,2024,2,26
19711,2024,3,15
19711,2024,4,18
19711,2025,1,16
19711,2025,2,15
19711,2025,3,30
19711,2025,4,12
19713,2022,2,3
19713,2022,3,2
19713,2022,4,5
19713,2023,1,5
19713,2023,2,5
19713,2023,3,6
19713,2023,4,4
19713,2024,1,7
19713,2024,2,12
19713,2024,3,10
19713,2024,4,7
19713,2025,1,16
19713,2025,2,22
19713,2025,3,8
19713,2025,4,3
19720,2022,2,3
19720,2022,3,7
19720,2022,4,7
19720,2023,1,9
19720,2023,2,10
19720,2023,3,9
19720,2023,4,9
19720,2024,1,10
19720,2024,2,20
19720,2024,3,4
19720,2024,4,4
19720,2025,1,4
19720,2025,2,7
19720,2025,3,20
19720,2025,4,4
19730,2022,3,1
19730,2022,4,2
19730,2025,4,2
19732,2024,2,1
19734,2022,2,4
19734,2022,3,17
19734,2022,4,5
19734,2023,1,4
19734,2023,2,5
19734,2023,3,7
19734,2023,4,6
19734,2024,1,3
19734,2024,2,4
19734,2024,3,7
19734,2024,4,4
19734,2025,1,4
19734,2025,2,6
19734,2025,3,5
19734,2025,4,4
19789,2023,4,3
19789,2024,1,1
19801,2023,1,1
19801,2023,2,1
19801,2023,3,1
19801,2023,4,4
19801,2024,1,1
19801,2024,2,9
19801,2024,3,8
19801,2024,4,4
19801,2025,1,5
19801,2025,2,3
19801,2025,3,4
19801,2025,4,1
19802,2023,1,1
19802,2023,3,1
19802,2023,4,1
19802,2024,1,2
19802,2024,2,2
19802,2024,3,6
19802,2024,4,1
19802,2025,1,2
19802,2025,3,5
19802,2025,4,2
19803,2022,2,1
19803,2022,4,2
19803,2023,1,3
19803,2023,2,3
19803,2023,3,3
19803,2023,4,5
19803,2024,1,3
19803,2024,2,4
19803,2024,3,11
19803,2024,4,4
19803,2025,1,4
19803,2025,2,9
19803,2025,3,7
19803,2025,4,5
19804,2023,3,2
19804,2023,4,3
19804,2024,1,1
19804,2024,2,5
19804,2024,3,4
19804,2024,4,2
19804,2025,1,1
19804,2025,3,2
19805,2022,2,2
19805,2022,3,2
19805,2023,2,2
19805,2023,3,2
19805,2023,4,5
19805,2024,1,5
19805,2024,2,4
19805,2024,3,3
19805,2024,4,5
19805,2025,1,4
19805,2025,2,8
19805,2025,3,5
19806,2022,4,1
19806,2023,1,2
19806,2023,2,6
19806,2023,3,3
19806,2023,4,3
19806,2024,1,1
19806,2024,2,3
19806,2024,3,2
19806,2024,4,2
19806,2025,1,4
19806,2025,2,7
19806,2025,3,3
19807,2022,4,3
19807,2023,1,2
19807,2023,3,7
19807,2023,4,6
19807,2024,1,3
19807,2024,2,4
19807,2024,3,7
19807,2024,4,6
19807,2025,1,8
19807,2025,2,1
19807,2025,3,4
19807,2025,4,4
19808,2022,2,4
19808,2022,3,7
19808,2022,4,3
19808,2023,1,6
19808,2023,2,1
19808,2023,3,5
19808,2023,4,10
19808,2024,1,13
19808,2024,2,16
19808,2024,3,6
19808,2024,4,16
19808,2025,1,7
19808,2025,2,5
19808,2025,3,6
19808,2025,4,5
19809,2022,3,1
19809,2022,4,1
19809,2023,1,3
19809,2023,2,4
19809,2023,3,3
19809,2023,4,3
19809,2024,1,3
19809,2024,2,3
19809,2024,3,3
19809,2024,4,3
19809,2025,1,5
19809,2025,2,7
19809,2025,3,1
19809,2025,4,1
19810,2022,2,1
19810,2022,3,3
19810,2022,4,6
19810,2023,1,5
19810,2023,2,2
19810,2023,3,3
19810,2023,4,6
19810,2024,1,3
19810,2024,2,5
19810,2024,3,6
19810,2024,4,7
19810,2025,1,11
19810,2025,2,3
19810,2025,3,2
19810,2025,4,1
19901,2022,2,3
19901,2022,3,5
19901,2022,4,3
19901,2023,1,7
19901,2023,2,10
19901,2023,3,10
19901,2023,4,8
19901,2024,1,13
19901,2024,2,15
19901,2024,3,9
19901,2024,4,15
19901,2025,1,26
19901,2025,2,13
19901,2025,3,19
19901,2025,4,7
19902,2023,2,1
19904,2022,2,4
19904,2022,3,11
19904,2022,4,2
19904,2023,1,5
19904,2023,2,6
19904,2023,3,4
19904,2023,4,14
19904,2024,1,17
19904,2024,2,9
19904,2024,3,18
19904,2024,4,13
19904,2025,1,21
19904,2025,2,22
19904,2025,3,18
19904,2025,4,6
19930,2022,2,2
19930,2022,3,8
19930,2022,4,4
19930,2023,1,11
19930,2023,2,13
19930,2023,3,6
19930,2023,4,12
19930,2024,1,12
19930,2024,2,9
19930,2024,3,5
19930,2024,4,6
19930,2025,1,10
19930,2025,2,7
19930,2025,3,2
19930,2025,4,3
19931,2025,3,1
19931,2025,4,1
19933,2022,2,1
19933,2022,3,8
19933,2022,4,3
19933,2023,1,5
19933,2023,2,4
19933,2023,3,12
19933,2023,4,10
19933,2024,1,3
19933,2024,2,2
19933,2024,3,9
19933,2024,4,10
19933,2025,1,7
19933,2025,2,7
19933,2025,3,8
19933,2025,4,5
19934,2022,2,2
19934,2022,3,4
19934,2022,4,6
19934,2023,1,6
19934,2023,2,8
19934,2023,3,7
19934,2023,4,5
19934,2024,1,2
19934,2024,2,8
19934,2024,3,11
19934,2024,4,1
19934,2025,1,14
19934,2025,2,12
19934,2025,3,8
19934,2025,4,4
19936,2025,2,2
19936,2025,3,3
19938,2022,2,1
19938,2022,3,3
19938,2022,4,1
19938,2023,3,8
19938,2024,1,2
19938,2024,2,8
19938,2024,3,8
19938,2024,4,2
19938,2025,1,3
19938,2025,2,7
19938,2025,3,4
19939,2022,2,3
19939,2022,3,5
19939,2022,4,12
19939,2023,1,6
19939,2023,2,4
19939,2023,3,3
19939,2024,1,4
19939,2024,2,7
19939,2024,3,5
19939,2024,4,5
19939,2025,1,8
19939,2025,2,2
19939,2025,3,10
19939,2025,4,9
19940,2022,2,4
19940,2022,3,6
19940,2022,4,2
19940,2023,1,4
19940,2023,2,9
19940,2023,3,5
19940,2023,4,4
19940,2024,1,3
19940,2024,2,3
19940,2024,3,7
19940,2024,4,5
19940,2025,1,4
19940,2025,3,5
19940,2025,4,3
19941,2022,4,2
19941,2023,1,5
19941,2024,4,2
19941,2025,1,4
19941,2025,3,3
19941,2025,4,1
19943,2022,2,2
19943,2022,3,2
19943,2022,4,4
19943,2023,1,5
19943,2023,2,1
19943,2023,3,7
19943,2023,4,9
19943,2024,1,4
19943,2024,2,11
19943,2024,3,9
19943,2024,4,12
19943,2025,1,12
19943,2025,2,7
19943,2025,3,8
19943,2025,4,5
19944,2023,3,2
19944,2023,4,1
19944,2025,1,1
19944,2025,2,1
19944,2025,3,1
19944,2025,4,1
19945,2022,2,2
19945,2022,3,8
19945,2022,4,9
19945,2023,1,10
19945,2023,2,3
19945,2023,3,3
19945,2023,4,10
19945,2024,1,11
19945,2024,2,20
19945,2024,3,5
19945,2024,4,7
19945,2025,1,3
19945,2025,2,5
19945,2025,3,4
19945,2025,4,9
19946,2023,4,2
19946,2024,1,1
19946,2024,2,3
19946,2024,3,7
19946,2024,4,2
19946,2025,1,6
19946,2025,4,2
19947,2022,2,4
19947,2022,3,6
19947,2022,4,4
19947,2023,1,6
19947,2023,2,9
19947,2023,3,10
19947,2023,4,8
19947,2024,1,4
19947,2024,2,12
19947,2024,3,9
19947,2024,4,14
19947,2025,1,12
19947,2025,2,14
19947,2025,3,8
19947,2025,4,8
19950,2022,3,6
19950,2023,2,2
19950,2023,3,2
19950,2023,4,1
19950,2024,1,1
19950,2024,2,5
19950,2024,3,7
19950,2025,1,2
19950,2025,2,3
19950,2025,3,5
19950,2025,4,2
19951,2022,2,1
19951,2022,3,4
19951,2022,4,2
19951,2023,2,5
19951,2023,3,3
19951,2023,4,1
19951,2024,2,4
19951,2024,3,6
19951,2024,4,3
19951,2025,1,2
19951,2025,2,1
19952,2022,2,2
19952,2022,4,1
19952,2023,1,9
19952,2023,2,3
19952,2023,3,3
19952,2024,1,2
19952,2024,3,4
19952,2024,4,1
19952,2025,1,5
19952,2025,2,4
19952,2025,3,4
19952,2025,4,4
19953,2022,3,1
19953,2022,4,1
19953,2023,2,1
19953,2023,3,7
19953,2023,4,2
19953,2024,1,3
19953,2024,2,3
19953,2024,3,2
19953,2025,2,3
19953,2025,3,5
19953,2025,4,2
19954,2023,2,1
19954,2023,3,1
19954,2024,2,2
19954,2024,4,3
19954,2025,3,2
19956,2022,3,1
19956,2022,4,8
19956,2023,1,6
19956,2023,2,5
19956,2023,3,7
19956,2023,4,4
19956,2024,1,10
19956,2024,2,15
19956,2024,3,17
19956,2024,4,7
19956,2025,1,6
19956,2025,2,5
19956,2025,3,16
19956,2025,4,6
19958,2022,2,8
19958,2022,3,18
19958,2022,4,24
19958,2023,1,27
19958,2023,2,33
19958,2023,3,39
19958,2023,4,40
19958,2024,1,31
19958,2024,2,35
19958,2024,3,27
19958,2024,4,58
19958,2025,1,41
19958,2025,2,30
19958,2025,3,48
19958,2025,4,30
19960,2022,3,4
19960,2022,4,3
19960,2023,2,5
19960,2023,4,2
19960,2024,1,2
19960,2024,2,2
19960,2024,3,2
19960,2024,4,4
19960,2025,1,3
19960,2025,3,7
19960,2025,4,9
19962,2022,2,4
19962,2022,3,9
19962,2022,4,6
19962,2023,1,3
19962,2023,2,3
19962,2023,3,8
19962,2023,4,6
19962,2024,1,9
19962,2024,2,8
19962,2024,3,1
19962,2024,4,1
19962,2025,1,1
19962,2025,2,4
19962,2025,3,8
19962,2025,4,10
19963,2022,3,3
19963,2022,4,3
19963,2023,1,2
19963,2023,2,3
19963,2023,3,6
19963,2023,4,3
19963,2024,1,8
19963,2024,2,5
19963,2024,3,18
19963,2024,4,12
19963,2025,1,8
19963,2025,2,9
19963,2025,3,16
19963,2025,4,6
19964,2022,2,2
19964,2022,3,4
19964,2022,4,1
19964,2023,4,2
19966,2022,2,3
19966,2022,3,16
19966,2022,4,7
19966,2023,1,16
19966,2023,2,16
19966,2023,3,16
19966,2023,4,23
19966,2024,1,31
19966,2024,2,24
19966,2024,3,39
19966,2024,4,42
19966,2025,1,39
19966,2025,2,28
19966,2025,3,36
19966,2025,4,17
19967,2022,2,2
19967,2022,3,4
19967,2022,4,4
19967,2023,1,4
19967,2023,2,3
19967,2023,3,6
19967,2023,4,3
19967,2024,2,4
19967,2024,3,4
19967,2024,4,1
19967,2025,2,5
19967,2025,3,2
19968,2021,4,1
19968,2022,1,3
19968,2022,2,6
19968,2022,3,12
19968,2022,4,16
19968,2023,1,14
19968,2023,2,10
19968,2023,3,10
19968,2023,4,8
19968,2024,1,12
19968,2024,2,19
19968,2024,3,16
19968,2024,4,8
19968,2025,1,20
19968,2025,2,30
19968,2025,3,13
19968,2025,4,19
19970,2022,2,7
19970,2022,3,13
19970,2022,4,13
19970,2023,1,8
19970,2023,2,9
19970,2023,3,6
19970,2023,4,6
19970,2024,1,9
19970,2024,2,10
19970,2024,3,15
19970,2024,4,21
19970,2025,1,18
19970,2025,2,26
19970,2025,3,12
19970,2025,4,10
19971,2022,2,6
19971,2022,3,15
19971,2022,4,14
19971,2023,1,19
19971,2023,2,19
19971,2023,3,38
19971,2023,4,21
19971,2024,1,27
19971,2024,2,31
19971,2024,3,19
19971,2024,4,23
19971,2025,1,26
19971,2025,2,26
19971,2025,3,26
19971,2025,4,20
19973,2020,3,6
19973,2020,4,5
19973,2021,1,3
19973,2021,2,3
19973,2021,3,3
19973,2021,4,3
19973,2022,1,3
19973,2022,2,10
19973,2022,3,15
19973,2022,4,19
19973,2023,1,15
19973,2023,2,14
19973,2023,3,15
19973,2023,4,12
19973,2024,1,14
19973,2024,2,23
19973,2024,3,37
19973,2024,4,28
19973,2025,1,32
19973,2025,2,35
19973,2025,3,31
19973,2025,4,30
19975,2022,1,3
19975,2022,2,8
19975,2022,3,9
19975,2022,4,8
19975,2023,1,14
19975,2023,2,13
19975,2023,3,16
19975,2023,4,22
19975,2024,1,10
19975,2024,2,14
19975,2024,3,10
19975,2024,4,9
19975,2025,1,16
19975,2025,2,14
19975,2025,3,19
19975,2025,4,16
19977,2022,2,6
19977,2022,3,11
19977,2022,4,7
19977,2023,1,12
19977,2023,2,4
19977,2023,3,5
19977,2023,4,6
19977,2024,1,7
19977,2024,2,11
19977,2024,3,13
19977,2024,4,19
19977,2025,1,14
19977,2025,2,9
19977,2025,3,11
19977,2025,4,6
19979,2023,4,1
19979,2024,1,1
20001,2022,2,17
20001,2022,3,57
20001,2022,4,56
20001,2023,1,80
20001,2023,2,66
20001,2023,3,89
20001,2023,4,76
20001,2024,1,91
20001,2024,2,100
20001,2024,3,136
20001,2024,4,137
20001,2025,1,100
20001,2025,2,83
20001,2025,3,74
20001,2025,4,52
20002,2022,2,19
20002,2022,3,60
20002,2022,4,93
20002,2023,1,116
20002,2023,2,113
20002,2023,3,123
20002,2023,4,147
20002,2024,1,158
20002,2024,2,197
20002,2024,3,218
20002,2024,4,189
20002,2025,1,182
20002,2025,2,158
20002,2025,3,181
20002,2025,4,104
20003,2022,2,6
20003,2022,3,30
20003,2022,4,50
20003,2023,1,68
20003,2023,2,70
20003,2023,3,58
20003,2023,4,60
20003,2024,1,79
20003,2024,2,81
20003,2024,3,113
20003,2024,4,127
20003,2025,1,87
20003,2025,2,59
20003,2025,3,82
20003,2025,4,53
20004,2023,2,6
20004,2023,3,1
20004,2023,4,4
20004,2024,1,2
20004,2024,2,4
20004,2024,3,3
20004,2024,4,5
20004,2025,1,7
20004,2025,2,4
20004,2025,3,3
20004,2025,4,3
20005,2022,2,1
20005,2022,3,6
20005,2022,4,7
20005,2023,1,12
20005,2023,2,7
20005,2023,3,11
20005,2023,4,18
20005,2024,1,17
20005,2024,2,18
20005,2024,3,22
20005,2024,4,23
20005,2025,1,25
20005,2025,2,9
20005,2025,3,19
20005,2025,4,6
20006,2022,2,1
20006,2022,3,1
20006,2023,1,2
20006,2023,4,4
20006,2024,1,1
20006,2024,2,6
20006,2025,1,1
20006,2025,2,1
20007,2022,2,12
20007,2022,3,49
20007,2022,4,46
20007,2023,1,49
20007,2023,2,44
20007,2023,3,53
20007,2023,4,80
20007,2024,1,79
20007,2024,2,89
20007,2024,3,72
20007,2024,4,84
20007,2025,1,69
20007,2025,2,56
20007,2025,3,87
20007,2025,4,50
20008,2022,2,15
20008,2022,3,54
20008,2022,4,75
20008,2023,1,75
20008,2023,2,66
20008,2023,3,72
20008,2023,4,92
20008,2024,1,85
20008,2024,2,105
20008,2024,3,93
20008,2024,4,121
20008,2025,1,106
20008,2025,2,123
20008,2025,3,107
20008,2025,4,77
20009,2022,1,3
20009,2022,2,12
20009,2022,3,35
20009,2022,4,32
20009,2023,1,74
20009,2023,2,63
20009,2023,3,73
20009,2023,4,73
20009,2024,1,72
20009,2024,2,65
20009,2024,3,106
20009,2024,4,82
20009,2025,1,79
20009,2025,2,70
